Тип несоответствия,TXT индекс,SLI индекс,Элемент из txt,Элемент из sli
Несоответствие индексов,3189,2576,11.25000 | 11.75000 | 3.30000      10.75000 | 11.75000 | 3.30000      11.25000 | 11.25000 | 3.30000      10.75000 | 11.25000 | 3.30000,11.25000 | 11.75000 | 3.30000      10.75000 | 11.75000 | 3.30000      10.75000 | 11.25000 | 3.30000      11.25000 | 11.25000 | 3.30000
Несоответствие индексов,4149,3444,15.25000 | 6.25000 | 9.90000      14.75000 | 6.25000 | 9.90000      15.25000 | 5.75000 | 9.90000      14.75000 | 5.75000 | 9.90000,15.25000 | 6.25000 | 9.90000      14.75000 | 6.25000 | 9.90000      14.75000 | 5.75000 | 9.90000      15.25000 | 5.75000 | 9.90000
Несоответствие индексов,3045,4383,10.75000 | 11.25000 | 0.00000      10.75000 | 11.75000 | 0.00000,10.75000 | 11.25000 | 0.00000      10.75000 | 11.75000 | 0.00000
Несоответствие индексов,3668,3007,13.25000 | 8.75000 | 0.00000      12.75000 | 8.75000 | 0.00000      13.25000 | 8.25000 | 0.00000      12.75000 | 8.25000 | 0.00000,13.25000 | 8.75000 | 0.00000      12.75000 | 8.75000 | 0.00000      12.75000 | 8.25000 | 0.00000      13.25000 | 8.25000 | 0.00000
Несоответствие индексов,1586,4069,5.75000 | 2.75000 | 6.60000      5.75000 | 3.25000 | 6.60000,5.75000 | 2.75000 | 6.60000      5.75000 | 3.25000 | 6.60000
Несоответствие индексов,816,641,3.25000 | 2.25000 | 9.90000      2.75000 | 2.25000 | 9.90000      3.25000 | 1.75000 | 9.90000      2.75000 | 1.75000 | 9.90000,3.25000 | 2.25000 | 9.90000      2.75000 | 2.25000 | 9.90000      2.75000 | 1.75000 | 9.90000      3.25000 | 1.75000 | 9.90000
Несоответствие индексов,4098,3397,15.25000 | 0.75000 | -1.10000      15.25000 | 0.75000 | -1.65000      14.75000 | 0.75000 | -1.10000      14.75000 | 0.75000 | -1.65000,15.25000 | 0.75000 | -1.10000      15.25000 | 0.75000 | -1.65000      14.75000 | 0.75000 | -1.65000      14.75000 | 0.75000 | -1.10000
Несоответствие индексов,1185,974,4.75000 | 1.25000 | 6.60000      4.25000 | 1.25000 | 6.60000      4.75000 | 0.75000 | 6.60000      4.25000 | 0.75000 | 6.60000,4.75000 | 1.25000 | 6.60000      4.25000 | 1.25000 | 6.60000      4.25000 | 0.75000 | 6.60000      4.75000 | 0.75000 | 6.60000
Несоответствие индексов,2790,2319,10.25000 | 12.75000 | -3.30000      9.75000 | 12.75000 | -3.30000      10.25000 | 12.25000 | -3.30000      9.75000 | 12.37500 | -3.30000,10.25000 | 12.75000 | -3.30000      9.75000 | 12.75000 | -3.30000      9.75000 | 12.37500 | -3.30000      10.25000 | 12.25000 | -3.30000
Несоответствие индексов,1941,1556,6.90000 | 4.25000 | 3.30000      6.32500 | 4.25000 | 3.30000      6.90000 | 3.75000 | 3.30000      6.32500 | 3.75000 | 3.30000,6.90000 | 4.25000 | 3.30000      6.32500 | 4.25000 | 3.30000      6.32500 | 3.75000 | 3.30000      6.90000 | 3.75000 | 3.30000
Несоответствие индексов,2891,2408,10.75000 | 9.75000 | 9.90000      10.25000 | 9.75000 | 9.90000      10.75000 | 9.25000 | 9.90000      10.25000 | 9.25000 | 9.90000,10.75000 | 9.75000 | 9.90000      10.25000 | 9.75000 | 9.90000      10.25000 | 9.25000 | 9.90000      10.75000 | 9.25000 | 9.90000
Несоответствие индексов,2074,1677,7.57500 | 4.39286 | -2.82857      7.57500 | 4.82143 | -3.06429      6.90000 | 4.39286 | -2.82857      6.90000 | 4.82143 | -3.06429,7.57500 | 4.39286 | -2.82857      7.57500 | 4.82143 | -3.06429      6.90000 | 4.82143 | -3.06429      6.90000 | 4.39286 | -2.82857
Несоответствие индексов,3924,3239,14.25000 | 9.25000 | 0.00000      13.75000 | 9.25000 | 0.00000      14.25000 | 8.75000 | 0.00000      13.75000 | 8.75000 | 0.00000,14.25000 | 9.25000 | 0.00000      13.75000 | 9.25000 | 0.00000      13.75000 | 8.75000 | 0.00000      14.25000 | 8.75000 | 0.00000
Несоответствие индексов,2388,1959,8.75000 | 12.25000 | 0.00000      8.25000 | 12.25000 | 0.00000      8.75000 | 11.75000 | 0.00000      8.25000 | 11.75000 | 0.00000,8.75000 | 12.25000 | 0.00000      8.25000 | 12.25000 | 0.00000      8.25000 | 11.75000 | 0.00000      8.75000 | 11.75000 | 0.00000
Несоответствие индексов,171,3872,0.75000 | 7.25000 | 9.90000      0.75000 | 7.75000 | 9.90000,0.75000 | 7.25000 | 9.90000      0.75000 | 7.75000 | 9.90000
Несоответствие индексов,3297,2672,11.75000 | 9.25000 | 9.90000      11.25000 | 9.25000 | 9.90000      11.75000 | 8.75000 | 9.90000      11.25000 | 8.75000 | 9.90000,11.75000 | 9.25000 | 9.90000      11.25000 | 9.25000 | 9.90000      11.25000 | 8.75000 | 9.90000      11.75000 | 8.75000 | 9.90000
Несоответствие индексов,4439,3677,15.75000 | 4.75000 | -2.75000      15.75000 | 4.25000 | -2.75000      15.75000 | 4.75000 | -3.30000      15.75000 | 4.25000 | -3.30000,15.75000 | 4.75000 | -2.75000      15.75000 | 4.25000 | -2.75000      15.75000 | 4.25000 | -3.30000      15.75000 | 4.75000 | -3.30000
Несоответствие индексов,206,116,0.75000 | 10.25000 | -2.75000      0.75000 | 9.75000 | -2.75000      0.75000 | 10.25000 | -3.30000      0.75000 | 9.75000 | -3.30000,0.75000 | 10.25000 | -2.75000      0.75000 | 9.75000 | -2.75000      0.75000 | 9.75000 | -3.30000      0.75000 | 10.25000 | -3.30000
Несоответствие индексов,853,678,3.25000 | 6.75000 | -3.30000      2.75000 | 6.75000 | -3.30000      3.25000 | 6.37500 | -3.30000      2.75000 | 6.37500 | -3.30000,3.25000 | 6.75000 | -3.30000      2.75000 | 6.75000 | -3.30000      2.75000 | 6.37500 | -3.30000      3.25000 | 6.37500 | -3.30000
Несоответствие индексов,2977,4315,10.75000 | 3.25000 | 0.00000      10.75000 | 3.75000 | 0.00000,10.75000 | 3.25000 | 0.00000      10.75000 | 3.75000 | 0.00000
Несоответствие индексов,3166,2553,11.25000 | 8.75000 | 6.60000      10.75000 | 8.75000 | 6.60000      11.25000 | 8.25000 | 6.60000      10.75000 | 8.25000 | 6.60000,11.25000 | 8.75000 | 6.60000      10.75000 | 8.75000 | 6.60000      10.75000 | 8.25000 | 6.60000      11.25000 | 8.25000 | 6.60000
Несоответствие индексов,4276,3559,15.75000 | 6.75000 | -3.30000      15.25000 | 6.75000 | -3.30000      15.75000 | 6.25000 | -3.30000      15.25000 | 6.25000 | -3.30000,15.75000 | 6.75000 | -3.30000      15.25000 | 6.75000 | -3.30000      15.25000 | 6.25000 | -3.30000      15.75000 | 6.25000 | -3.30000
Несоответствие индексов,3956,3271,14.25000 | 12.75000 | -3.30000      13.75000 | 12.75000 | -3.30000      14.25000 | 12.37500 | -3.30000      13.75000 | 12.37500 | -3.30000,14.25000 | 12.75000 | -3.30000      13.75000 | 12.75000 | -3.30000      13.75000 | 12.37500 | -3.30000      14.25000 | 12.37500 | -3.30000
Несоответствие индексов,764,597,2.75000 | 10.75000 | 9.90000      2.25000 | 10.75000 | 9.90000      2.75000 | 10.25000 | 9.90000      2.25000 | 10.25000 | 9.90000,2.75000 | 10.75000 | 9.90000      2.25000 | 10.75000 | 9.90000      2.25000 | 10.25000 | 9.90000      2.75000 | 10.25000 | 9.90000
Несоответствие индексов,255,145,0.75000 | 12.75000 | 0.00000      0.75000 | 12.25000 | 0.00000      0.75000 | 12.75000 | -0.55000      0.75000 | 12.25000 | -0.55000,0.75000 | 12.75000 | 0.00000      0.75000 | 12.25000 | 0.00000      0.75000 | 12.25000 | -0.55000      0.75000 | 12.75000 | -0.55000
Несоответствие индексов,907,728,3.25000 | 12.75000 | -3.30000      2.75000 | 12.75000 | -3.30000      3.25000 | 12.37500 | -3.30000      2.75000 | 12.37500 | -3.30000,3.25000 | 12.75000 | -3.30000      2.75000 | 12.75000 | -3.30000      2.75000 | 12.37500 | -3.30000      3.25000 | 12.37500 | -3.30000
Несоответствие индексов,1918,1536,6.90000 | 0.75000 | 0.00000      6.90000 | 0.75000 | -0.55000      6.32500 | 0.75000 | 0.00000      6.25000 | 0.75000 | -0.55000,6.90000 | 0.75000 | 0.00000      6.90000 | 0.75000 | -0.55000      6.25000 | 0.75000 | -0.55000      6.32500 | 0.75000 | 0.00000
Несоответствие индексов,4226,3513,15.75000 | 0.75000 | 0.00000      15.75000 | 0.75000 | -0.55000      15.25000 | 0.75000 | 0.00000      15.25000 | 0.75000 | -0.55000,15.75000 | 0.75000 | 0.00000      15.75000 | 0.75000 | -0.55000      15.25000 | 0.75000 | -0.55000      15.25000 | 0.75000 | 0.00000
Несоответствие индексов,2342,1917,8.75000 | 6.75000 | -3.30000      8.25000 | 6.75000 | -3.30000      8.75000 | 6.37500 | -3.30000      8.25000 | 6.37500 | -3.30000,8.75000 | 6.75000 | -3.30000      8.25000 | 6.75000 | -3.30000      8.25000 | 6.37500 | -3.30000      8.75000 | 6.37500 | -3.30000
Несоответствие индексов,2944,2457,10.75000 | 10.25000 | -3.30000      10.37500 | 10.25000 | -3.30000      10.75000 | 9.75000 | -3.30000      10.37500 | 9.75000 | -3.30000,10.75000 | 10.25000 | -3.30000      10.37500 | 10.25000 | -3.30000      10.37500 | 9.75000 | -3.30000      10.75000 | 9.75000 | -3.30000
Несоответствие индексов,2440,2007,9.25000 | 5.25000 | 3.30000      8.92500 | 4.82143 | 3.06429      8.75000 | 5.25000 | 3.30000,9.25000 | 5.25000 | 3.30000      8.92500 | 4.82143 | 3.06429      8.75000 | 5.25000 | 3.30000
Несоответствие индексов,1503,1264,5.75000 | 9.25000 | 9.90000      5.25000 | 9.25000 | 9.90000      5.75000 | 8.75000 | 9.90000      5.25000 | 8.75000 | 9.90000,5.75000 | 9.25000 | 9.90000      5.25000 | 9.25000 | 9.90000      5.25000 | 8.75000 | 9.90000      5.75000 | 8.75000 | 9.90000
Несоответствие индексов,3497,2852,12.75000 | 3.75000 | 3.30000      12.25000 | 3.75000 | 3.30000      12.75000 | 3.25000 | 3.30000      12.25000 | 3.25000 | 3.30000,12.75000 | 3.75000 | 3.30000      12.25000 | 3.75000 | 3.30000      12.25000 | 3.25000 | 3.30000      12.75000 | 3.25000 | 3.30000
Несоответствие индексов,3525,4444,12.25000 | 6.75000 | 0.00000      12.75000 | 6.75000 | 0.00000,12.25000 | 6.75000 | 0.00000      12.75000 | 6.75000 | 0.00000
Несоответствие индексов,3209,4414,10.75000 | 12.75000 | 6.60000      11.25000 | 12.75000 | 6.60000,10.75000 | 12.75000 | 6.60000      11.25000 | 12.75000 | 6.60000
Несоответствие индексов,1256,1041,4.75000 | 9.25000 | 9.90000      4.25000 | 9.25000 | 9.90000      4.75000 | 8.75000 | 9.90000      4.25000 | 8.75000 | 9.90000,4.75000 | 9.25000 | 9.90000      4.25000 | 9.25000 | 9.90000      4.25000 | 8.75000 | 9.90000      4.75000 | 8.75000 | 9.90000
Несоответствие индексов,969,782,3.75000 | 5.75000 | 6.60000      3.25000 | 5.75000 | 6.60000      3.75000 | 5.25000 | 6.60000      3.25000 | 5.25000 | 6.60000,3.75000 | 5.75000 | 6.60000      3.25000 | 5.75000 | 6.60000      3.25000 | 5.25000 | 6.60000      3.75000 | 5.25000 | 6.60000
Несоответствие индексов,3814,3141,13.75000 | 11.25000 | 0.00000      13.25000 | 11.25000 | 0.00000      13.75000 | 10.75000 | 0.00000      13.25000 | 10.75000 | 0.00000,13.75000 | 11.25000 | 0.00000      13.25000 | 11.25000 | 0.00000      13.25000 | 10.75000 | 0.00000      13.75000 | 10.75000 | 0.00000
Несоответствие индексов,3538,2889,12.75000 | 8.25000 | 0.00000      12.25000 | 8.25000 | 0.00000      12.75000 | 7.75000 | 0.00000      12.25000 | 7.75000 | 0.00000,12.75000 | 8.25000 | 0.00000      12.25000 | 8.25000 | 0.00000      12.25000 | 7.75000 | 0.00000      12.75000 | 7.75000 | 0.00000
Несоответствие индексов,1511,1272,5.75000 | 10.25000 | 9.90000      5.25000 | 10.25000 | 9.90000      5.75000 | 9.75000 | 9.90000      5.25000 | 9.75000 | 9.90000,5.75000 | 10.25000 | 9.90000      5.25000 | 10.25000 | 9.90000      5.25000 | 9.75000 | 9.90000      5.75000 | 9.75000 | 9.90000
Несоответствие индексов,1980,1590,7.25000 | 7.25000 | 6.60000      6.75000 | 7.25000 | 6.60000      7.25000 | 6.75000 | 6.60000      6.75000 | 6.75000 | 6.60000,7.25000 | 7.25000 | 6.60000      6.75000 | 7.25000 | 6.60000      6.75000 | 6.75000 | 6.60000      7.25000 | 6.75000 | 6.60000
Несоответствие индексов,3659,2998,13.25000 | 7.25000 | 9.90000      12.75000 | 7.25000 | 9.90000      13.25000 | 6.75000 | 9.90000      12.75000 | 6.75000 | 9.90000,13.25000 | 7.25000 | 9.90000      12.75000 | 7.25000 | 9.90000      12.75000 | 6.75000 | 9.90000      13.25000 | 6.75000 | 9.90000
Несоответствие индексов,3908,3223,14.25000 | 7.25000 | 0.00000      13.75000 | 7.25000 | 0.00000      14.25000 | 6.75000 | 0.00000      13.75000 | 6.75000 | 0.00000,14.25000 | 7.25000 | 0.00000      13.75000 | 7.25000 | 0.00000      13.75000 | 6.75000 | 0.00000      14.25000 | 6.75000 | 0.00000
Несоответствие индексов,246,3905,0.75000 | 11.75000 | 0.00000      0.75000 | 12.25000 | 0.00000,0.75000 | 11.75000 | 0.00000      0.75000 | 12.25000 | 0.00000
Несоответствие индексов,1101,902,4.25000 | 6.75000 | 0.00000      3.75000 | 6.75000 | 0.00000      4.25000 | 6.25000 | 0.00000      3.75000 | 6.25000 | 0.00000,4.25000 | 6.75000 | 0.00000      3.75000 | 6.75000 | 0.00000      3.75000 | 6.25000 | 0.00000      4.25000 | 6.25000 | 0.00000
Несоответствие индексов,842,667,3.25000 | 5.75000 | 3.30000      2.75000 | 5.75000 | 3.30000      3.25000 | 5.25000 | 3.30000      2.75000 | 5.25000 | 3.30000,3.25000 | 5.75000 | 3.30000      2.75000 | 5.75000 | 3.30000      2.75000 | 5.25000 | 3.30000      3.25000 | 5.25000 | 3.30000
Несоответствие индексов,1717,1355,6.25000 | 6.25000 | 6.60000      5.75000 | 6.25000 | 6.60000      6.25000 | 5.75000 | 6.60000      5.75000 | 5.75000 | 6.60000,6.25000 | 6.25000 | 6.60000      5.75000 | 6.25000 | 6.60000      5.75000 | 5.75000 | 6.60000      6.25000 | 5.75000 | 6.60000
Несоответствие индексов,3957,3272,14.25000 | 12.75000 | -2.75000      14.25000 | 12.75000 | -3.30000      13.75000 | 12.75000 | -2.75000      13.75000 | 12.75000 | -3.30000,14.25000 | 12.75000 | -2.75000      14.25000 | 12.75000 | -3.30000      13.75000 | 12.75000 | -3.30000      13.75000 | 12.75000 | -2.75000
Несоответствие индексов,3764,3095,13.75000 | 5.75000 | 0.00000      13.25000 | 5.75000 | 0.00000      13.75000 | 5.25000 | 0.00000      13.25000 | 5.25000 | 0.00000,13.75000 | 5.75000 | 0.00000      13.25000 | 5.75000 | 0.00000      13.25000 | 5.25000 | 0.00000      13.75000 | 5.25000 | 0.00000
Несоответствие индексов,2956,4294,10.75000 | 0.75000 | 6.60000      10.75000 | 0.75000 | 9.90000,10.75000 | 0.75000 | 6.60000      10.75000 | 0.75000 | 9.90000
Несоответствие индексов,1967,1581,7.25000 | 6.25000 | 9.90000      6.75000 | 6.25000 | 9.90000      7.25000 | 5.75000 | 9.90000      6.75000 | 5.75000 | 9.90000,7.25000 | 6.25000 | 9.90000      6.75000 | 6.25000 | 9.90000      6.75000 | 5.75000 | 9.90000      7.25000 | 5.75000 | 9.90000
Несоответствие индексов,987,796,3.75000 | 7.25000 | 6.60000      3.25000 | 7.25000 | 6.60000      3.75000 | 6.75000 | 6.60000      3.25000 | 6.75000 | 6.60000,3.75000 | 7.25000 | 6.60000      3.25000 | 7.25000 | 6.60000      3.25000 | 6.75000 | 6.60000      3.75000 | 6.75000 | 6.60000
Несоответствие индексов,753,586,2.75000 | 9.75000 | 0.00000      2.25000 | 9.75000 | 0.00000      2.75000 | 9.25000 | 0.00000      2.25000 | 9.25000 | 0.00000,2.75000 | 9.75000 | 0.00000      2.25000 | 9.75000 | 0.00000      2.25000 | 9.25000 | 0.00000      2.75000 | 9.25000 | 0.00000
Несоответствие индексов,894,715,3.25000 | 11.25000 | 9.90000      2.75000 | 11.25000 | 9.90000      3.25000 | 10.75000 | 9.90000      2.75000 | 10.75000 | 9.90000,3.25000 | 11.25000 | 9.90000      2.75000 | 11.25000 | 9.90000      2.75000 | 10.75000 | 9.90000      3.25000 | 10.75000 | 9.90000
Несоответствие индексов,2935,2448,10.75000 | 3.75000 | -3.30000      10.37500 | 3.75000 | -3.30000      10.75000 | 3.25000 | -3.30000      10.37500 | 3.25000 | -3.30000,10.75000 | 3.75000 | -3.30000      10.37500 | 3.75000 | -3.30000      10.37500 | 3.25000 | -3.30000      10.75000 | 3.25000 | -3.30000
Несоответствие индексов,4452,4566,15.75000 | 4.75000 | 3.30000      15.75000 | 5.25000 | 3.30000,15.75000 | 4.75000 | 3.30000      15.75000 | 5.25000 | 3.30000
Несоответствие индексов,2105,1704,7.75000 | 6.25000 | 6.60000      7.25000 | 6.25000 | 6.60000      7.75000 | 5.75000 | 6.60000      7.25000 | 5.75000 | 6.60000,7.75000 | 6.25000 | 6.60000      7.25000 | 6.25000 | 6.60000      7.25000 | 5.75000 | 6.60000      7.75000 | 5.75000 | 6.60000
Несоответствие индексов,2660,2207,9.75000 | 12.75000 | -2.20000      9.75000 | 12.75000 | -2.75000      9.25000 | 12.75000 | -2.20000      9.25000 | 12.75000 | -2.75000,9.75000 | 12.75000 | -2.20000      9.75000 | 12.75000 | -2.75000      9.25000 | 12.75000 | -2.75000      9.25000 | 12.75000 | -2.20000
Несоответствие индексов,2584,4247,9.25000 | 0.75000 | 9.90000      9.75000 | 0.75000 | 9.90000,9.25000 | 0.75000 | 9.90000      9.75000 | 0.75000 | 9.90000
Несоответствие индексов,3443,2806,12.25000 | 11.75000 | 9.90000      11.75000 | 11.75000 | 9.90000      12.25000 | 11.25000 | 9.90000      11.75000 | 11.25000 | 9.90000,12.25000 | 11.75000 | 9.90000      11.75000 | 11.75000 | 9.90000      11.75000 | 11.25000 | 9.90000      12.25000 | 11.25000 | 9.90000
Несоответствие индексов,1748,1382,6.25000 | 9.25000 | 9.90000      5.75000 | 9.25000 | 9.90000      6.25000 | 8.75000 | 9.90000      5.75000 | 8.75000 | 9.90000,6.25000 | 9.25000 | 9.90000      5.75000 | 9.25000 | 9.90000      5.75000 | 8.75000 | 9.90000      6.25000 | 8.75000 | 9.90000
Несоответствие индексов,797,626,3.25000 | 0.75000 | -1.10000      3.25000 | 0.75000 | -1.65000      2.75000 | 0.75000 | -1.10000      2.75000 | 0.75000 | -1.65000,3.25000 | 0.75000 | -1.10000      3.25000 | 0.75000 | -1.65000      2.75000 | 0.75000 | -1.65000      2.75000 | 0.75000 | -1.10000
Несоответствие индексов,3510,2865,12.75000 | 5.25000 | 6.60000      12.25000 | 5.25000 | 6.60000      12.75000 | 4.75000 | 6.60000      12.25000 | 4.75000 | 6.60000,12.75000 | 5.25000 | 6.60000      12.25000 | 5.25000 | 6.60000      12.25000 | 4.75000 | 6.60000      12.75000 | 4.75000 | 6.60000
Несоответствие индексов,856,3976,2.75000 | 6.75000 | 6.60000      3.25000 | 6.75000 | 6.60000,2.75000 | 6.75000 | 6.60000      3.25000 | 6.75000 | 6.60000
Несоответствие индексов,890,711,3.25000 | 10.75000 | 9.90000      2.75000 | 10.75000 | 9.90000      3.25000 | 10.25000 | 9.90000      2.75000 | 10.25000 | 9.90000,3.25000 | 10.75000 | 9.90000      2.75000 | 10.75000 | 9.90000      2.75000 | 10.25000 | 9.90000      3.25000 | 10.25000 | 9.90000
Несоответствие индексов,117,72,0.75000 | 5.75000 | -1.65000      0.75000 | 5.25000 | -1.65000      0.75000 | 5.75000 | -2.20000      0.75000 | 5.25000 | -2.20000,0.75000 | 5.75000 | -1.65000      0.75000 | 5.25000 | -1.65000      0.75000 | 5.25000 | -2.20000      0.75000 | 5.75000 | -2.20000
Несоответствие индексов,3859,3178,14.25000 | 1.75000 | 3.30000      13.75000 | 1.75000 | 3.30000      14.25000 | 1.25000 | 3.30000      13.75000 | 1.25000 | 3.30000,14.25000 | 1.75000 | 3.30000      13.75000 | 1.75000 | 3.30000      13.75000 | 1.25000 | 3.30000      14.25000 | 1.25000 | 3.30000
Несоответствие индексов,2019,1629,7.25000 | 12.25000 | 3.30000      6.75000 | 12.25000 | 3.30000      7.25000 | 11.75000 | 3.30000      6.75000 | 11.75000 | 3.30000,7.25000 | 12.25000 | 3.30000      6.75000 | 12.25000 | 3.30000      6.75000 | 11.75000 | 3.30000      7.25000 | 11.75000 | 3.30000
Несоответствие индексов,1556,1313,5.75000 | 10.75000 | -3.30000      5.37500 | 10.75000 | -3.30000      5.75000 | 10.25000 | -3.30000      5.37500 | 10.25000 | -3.30000,5.75000 | 10.75000 | -3.30000      5.37500 | 10.75000 | -3.30000      5.37500 | 10.25000 | -3.30000      5.75000 | 10.25000 | -3.30000
Несоответствие индексов,572,421,2.25000 | 3.25000 | 9.90000      1.75000 | 3.25000 | 9.90000      2.25000 | 2.75000 | 9.90000      1.75000 | 2.75000 | 9.90000,2.25000 | 3.25000 | 9.90000      1.75000 | 3.25000 | 9.90000      1.75000 | 2.75000 | 9.90000      2.25000 | 2.75000 | 9.90000
Несоответствие индексов,475,336,1.75000 | 6.75000 | -3.30000      1.25000 | 6.75000 | -3.30000      1.75000 | 6.37500 | -3.30000      1.25000 | 6.25000 | -3.30000,1.75000 | 6.75000 | -3.30000      1.25000 | 6.75000 | -3.30000      1.25000 | 6.25000 | -3.30000      1.75000 | 6.37500 | -3.30000
Несоответствие индексов,620,465,2.25000 | 8.75000 | 3.30000      1.75000 | 8.75000 | 3.30000      2.25000 | 8.25000 | 3.30000      1.75000 | 8.25000 | 3.30000,2.25000 | 8.75000 | 3.30000      1.75000 | 8.75000 | 3.30000      1.75000 | 8.25000 | 3.30000      2.25000 | 8.25000 | 3.30000
Несоответствие индексов,2303,1886,8.25000 | 12.75000 | 0.00000      8.25000 | 12.75000 | -0.55000      7.75000 | 12.75000 | 0.00000      7.75000 | 12.75000 | -0.55000,8.25000 | 12.75000 | 0.00000      8.25000 | 12.75000 | -0.55000      7.75000 | 12.75000 | -0.55000      7.75000 | 12.75000 | 0.00000
Несоответствие индексов,2547,2102,9.60000 | 2.25000 | 1.65000      8.92500 | 2.25000 | 1.65000      9.60000 | 1.75000 | 1.65000      8.92500 | 1.75000 | 1.65000,9.60000 | 2.25000 | 1.65000      8.92500 | 2.25000 | 1.65000      8.92500 | 1.75000 | 1.65000      9.60000 | 1.75000 | 1.65000
Несоответствие индексов,2823,2345,10.75000 | 4.25000 | 0.00000      10.17500 | 4.25000 | 0.00000      10.75000 | 3.75000 | 0.00000      10.17500 | 3.75000 | 0.00000,10.75000 | 4.25000 | 0.00000      10.17500 | 4.25000 | 0.00000      10.17500 | 3.75000 | 0.00000      10.75000 | 3.75000 | 0.00000
Несоответствие индексов,1548,1305,5.75000 | 4.75000 | -3.30000      5.37500 | 4.75000 | -3.30000      5.75000 | 4.25000 | -3.30000      5.37500 | 4.25000 | -3.30000,5.75000 | 4.75000 | -3.30000      5.37500 | 4.75000 | -3.30000      5.37500 | 4.25000 | -3.30000      5.75000 | 4.25000 | -3.30000
Несоответствие индексов,4531,4605,15.75000 | 8.25000 | 9.90000      15.75000 | 8.75000 | 9.90000,15.75000 | 8.25000 | 9.90000      15.75000 | 8.75000 | 9.90000
Несоответствие индексов,1364,1137,5.25000 | 7.25000 | 3.30000      4.75000 | 7.25000 | 3.30000      5.25000 | 6.75000 | 3.30000      4.75000 | 6.75000 | 3.30000,5.25000 | 7.25000 | 3.30000      4.75000 | 7.25000 | 3.30000      4.75000 | 6.75000 | 3.30000      5.25000 | 6.75000 | 3.30000
Несоответствие индексов,2102,1701,7.75000 | 5.75000 | 9.90000      7.25000 | 5.75000 | 9.90000      7.75000 | 5.25000 | 9.90000      7.25000 | 5.25000 | 9.90000,7.75000 | 5.75000 | 9.90000      7.25000 | 5.75000 | 9.90000      7.25000 | 5.25000 | 9.90000      7.75000 | 5.25000 | 9.90000
Несоответствие индексов,4530,4604,15.75000 | 8.25000 | 6.60000      15.75000 | 8.75000 | 6.60000,15.75000 | 8.25000 | 6.60000      15.75000 | 8.75000 | 6.60000
Несоответствие индексов,3926,3241,14.25000 | 9.25000 | 6.60000      13.75000 | 9.25000 | 6.60000      14.25000 | 8.75000 | 6.60000      13.75000 | 8.75000 | 6.60000,14.25000 | 9.25000 | 6.60000      13.75000 | 9.25000 | 6.60000      13.75000 | 8.75000 | 6.60000      14.25000 | 8.75000 | 6.60000
Несоответствие индексов,792,621,2.75000 | 13.12500 | -3.30000      2.25000 | 13.12500 | -3.30000      2.75000 | 12.75000 | -3.30000      2.25000 | 12.75000 | -3.30000,2.75000 | 13.12500 | -3.30000      2.25000 | 13.12500 | -3.30000      2.25000 | 12.75000 | -3.30000      2.75000 | 12.75000 | -3.30000
Несоответствие индексов,3513,2868,12.75000 | 5.75000 | 3.30000      12.25000 | 5.75000 | 3.30000      12.75000 | 5.25000 | 3.30000      12.25000 | 5.25000 | 3.30000,12.75000 | 5.75000 | 3.30000      12.25000 | 5.75000 | 3.30000      12.25000 | 5.25000 | 3.30000      12.75000 | 5.25000 | 3.30000
Несоответствие индексов,776,609,2.75000 | 12.25000 | 9.90000      2.25000 | 12.25000 | 9.90000      2.75000 | 11.75000 | 9.90000      2.25000 | 11.75000 | 9.90000,2.75000 | 12.25000 | 9.90000      2.25000 | 12.25000 | 9.90000      2.25000 | 11.75000 | 9.90000      2.75000 | 11.75000 | 9.90000
Несоответствие индексов,265,3918,0.75000 | 12.75000 | -0.55000      0.75000 | 12.75000 | 0.00000,0.75000 | 12.75000 | -0.55000      0.75000 | 12.75000 | 0.00000
Несоответствие индексов,697,534,2.75000 | 3.25000 | 6.60000      2.25000 | 3.25000 | 6.60000      2.75000 | 2.75000 | 6.60000      2.25000 | 2.75000 | 6.60000,2.75000 | 3.25000 | 6.60000      2.25000 | 3.25000 | 6.60000      2.25000 | 2.75000 | 6.60000      2.75000 | 2.75000 | 6.60000
Несоответствие индексов,1129,926,4.25000 | 9.25000 | 6.60000      3.75000 | 9.25000 | 6.60000      4.25000 | 8.75000 | 6.60000      3.75000 | 8.75000 | 6.60000,4.25000 | 9.25000 | 6.60000      3.75000 | 9.25000 | 6.60000      3.75000 | 8.75000 | 6.60000      4.25000 | 8.75000 | 6.60000
Несоответствие индексов,827,652,3.25000 | 3.75000 | 6.60000      2.75000 | 3.75000 | 6.60000      3.25000 | 3.25000 | 6.60000      2.75000 | 3.25000 | 6.60000,3.25000 | 3.75000 | 6.60000      2.75000 | 3.75000 | 6.60000      2.75000 | 3.25000 | 6.60000      3.25000 | 3.25000 | 6.60000
Несоответствие индексов,1615,4098,5.75000 | 6.25000 | 9.90000      5.75000 | 6.75000 | 9.90000,5.75000 | 6.25000 | 9.90000      5.75000 | 6.75000 | 9.90000
Несоответствие индексов,978,791,3.75000 | 6.75000 | 9.90000      3.25000 | 6.75000 | 9.90000      3.75000 | 6.25000 | 9.90000      3.25000 | 6.25000 | 9.90000,3.75000 | 6.75000 | 9.90000      3.25000 | 6.75000 | 9.90000      3.25000 | 6.25000 | 9.90000      3.75000 | 6.25000 | 9.90000
