Тип несоответствия,TXT индекс,SLI индекс,Элемент из txt,Элемент из sli
Несоответствие индексов,4613,4639,15.75000 | 12.75000 | -2.75000      15.75000 | 12.75000 | -2.20000,15.75000 | 12.75000 | -2.75000      15.75000 | 12.75000 | -2.20000
Несоответствие индексов,1882,1504,6.75000 | 10.75000 | 6.60000      6.25000 | 10.75000 | 6.60000      6.75000 | 10.25000 | 6.60000      6.25000 | 10.25000 | 6.60000,6.75000 | 10.75000 | 6.60000      6.25000 | 10.75000 | 6.60000      6.25000 | 10.25000 | 6.60000      6.75000 | 10.25000 | 6.60000
Несоответствие индексов,1547,1304,5.75000 | 4.25000 | -3.30000      5.37500 | 4.25000 | -3.30000      5.75000 | 3.75000 | -3.30000      5.37500 | 3.75000 | -3.30000,5.75000 | 4.25000 | -3.30000      5.37500 | 4.25000 | -3.30000      5.37500 | 3.75000 | -3.30000      5.75000 | 3.75000 | -3.30000
Несоответствие индексов,4024,3331,14.75000 | 6.75000 | 0.00000      14.25000 | 6.75000 | 0.00000      14.75000 | 6.25000 | 0.00000      14.25000 | 6.25000 | 0.00000,14.75000 | 6.75000 | 0.00000      14.25000 | 6.75000 | 0.00000      14.25000 | 6.25000 | 0.00000      14.75000 | 6.25000 | 0.00000
Несоответствие индексов,2804,4276,10.17500 | 0.75000 | 6.60000      10.75000 | 0.75000 | 6.60000,10.17500 | 0.75000 | 6.60000      10.75000 | 0.75000 | 6.60000
Несоответствие индексов,4413,3663,15.75000 | 3.25000 | -1.65000      15.75000 | 2.75000 | -1.65000      15.75000 | 3.25000 | -2.20000      15.75000 | 2.75000 | -2.20000,15.75000 | 3.25000 | -1.65000      15.75000 | 2.75000 | -1.65000      15.75000 | 2.75000 | -2.20000      15.75000 | 3.25000 | -2.20000
Несоответствие индексов,98,3835,0.75000 | 3.75000 | 9.90000      0.75000 | 4.25000 | 9.90000,0.75000 | 3.75000 | 9.90000      0.75000 | 4.25000 | 9.90000
Несоответствие индексов,866,687,3.25000 | 7.75000 | 9.90000      2.75000 | 7.75000 | 9.90000      3.25000 | 7.25000 | 9.90000      2.75000 | 7.25000 | 9.90000,3.25000 | 7.75000 | 9.90000      2.75000 | 7.75000 | 9.90000      2.75000 | 7.25000 | 9.90000      3.25000 | 7.25000 | 9.90000
Несоответствие индексов,3400,4433,11.75000 | 6.75000 | 3.30000      12.25000 | 6.75000 | 3.30000,11.75000 | 6.75000 | 3.30000      12.25000 | 6.75000 | 3.30000
Несоответствие индексов,2525,2084,9.25000 | 12.75000 | 0.00000      8.75000 | 12.75000 | 0.00000      9.25000 | 12.25000 | 0.00000      8.75000 | 12.25000 | 0.00000,9.25000 | 12.75000 | 0.00000      8.75000 | 12.75000 | 0.00000      8.75000 | 12.25000 | 0.00000      9.25000 | 12.25000 | 0.00000
Несоответствие индексов,1124,921,4.25000 | 8.75000 | 3.30000      3.75000 | 8.75000 | 3.30000      4.25000 | 8.25000 | 3.30000      3.75000 | 8.25000 | 3.30000,4.25000 | 8.75000 | 3.30000      3.75000 | 8.75000 | 3.30000      3.75000 | 8.25000 | 3.30000      4.25000 | 8.25000 | 3.30000
Несоответствие индексов,2236,1823,8.25000 | 6.25000 | 3.30000      7.75000 | 6.25000 | 3.30000      8.25000 | 5.75000 | 3.30000      7.75000 | 5.75000 | 3.30000,8.25000 | 6.25000 | 3.30000      7.75000 | 6.25000 | 3.30000      7.75000 | 5.75000 | 3.30000      8.25000 | 5.75000 | 3.30000
Несоответствие индексов,4018,3325,14.75000 | 5.75000 | 6.60000      14.25000 | 5.75000 | 6.60000      14.75000 | 5.25000 | 6.60000      14.25000 | 5.25000 | 6.60000,14.75000 | 5.75000 | 6.60000      14.25000 | 5.75000 | 6.60000      14.25000 | 5.25000 | 6.60000      14.75000 | 5.25000 | 6.60000
Несоответствие индексов,735,568,2.75000 | 7.25000 | 6.60000      2.25000 | 7.25000 | 6.60000      2.75000 | 6.75000 | 6.60000      2.25000 | 6.75000 | 6.60000,2.75000 | 7.25000 | 6.60000      2.25000 | 7.25000 | 6.60000      2.25000 | 6.75000 | 6.60000      2.75000 | 6.75000 | 6.60000
Несоответствие индексов,2174,4206,7.25000 | 12.75000 | 6.60000      7.75000 | 12.75000 | 6.60000,7.25000 | 12.75000 | 6.60000      7.75000 | 12.75000 | 6.60000
Несоответствие индексов,4251,3534,15.75000 | 3.25000 | 9.90000      15.25000 | 3.25000 | 9.90000      15.75000 | 2.75000 | 9.90000      15.25000 | 2.75000 | 9.90000,15.75000 | 3.25000 | 9.90000      15.25000 | 3.25000 | 9.90000      15.25000 | 2.75000 | 9.90000      15.75000 | 2.75000 | 9.90000
Несоответствие индексов,3854,3173,14.25000 | 1.25000 | 0.00000      13.75000 | 1.25000 | 0.00000      14.25000 | 0.75000 | 0.00000      13.75000 | 0.75000 | 0.00000,14.25000 | 1.25000 | 0.00000      13.75000 | 1.25000 | 0.00000      13.75000 | 0.75000 | 0.00000      14.25000 | 0.75000 | 0.00000
Несоответствие индексов,2448,2015,9.25000 | 0.75000 | 0.00000      9.25000 | 0.75000 | -0.55000      8.75000 | 0.75000 | 0.00000      8.75000 | 0.75000 | -0.55000,9.25000 | 0.75000 | 0.00000      9.25000 | 0.75000 | -0.55000      8.75000 | 0.75000 | -0.55000      8.75000 | 0.75000 | 0.00000
Несоответствие индексов,750,583,2.75000 | 9.25000 | 3.30000      2.25000 | 9.25000 | 3.30000      2.75000 | 8.75000 | 3.30000      2.25000 | 8.75000 | 3.30000,2.75000 | 9.25000 | 3.30000      2.25000 | 9.25000 | 3.30000      2.25000 | 8.75000 | 3.30000      2.75000 | 8.75000 | 3.30000
Несоответствие индексов,3016,4354,10.75000 | 7.25000 | 9.90000      10.75000 | 7.75000 | 9.90000,10.75000 | 7.25000 | 9.90000      10.75000 | 7.75000 | 9.90000
Несоответствие индексов,3019,4357,10.75000 | 7.75000 | 6.60000      10.75000 | 8.25000 | 6.60000,10.75000 | 7.75000 | 6.60000      10.75000 | 8.25000 | 6.60000
Несоответствие индексов,4296,3575,15.75000 | 8.25000 | 6.60000      15.25000 | 8.25000 | 6.60000      15.75000 | 7.75000 | 6.60000      15.25000 | 7.75000 | 6.60000,15.75000 | 8.25000 | 6.60000      15.25000 | 8.25000 | 6.60000      15.25000 | 7.75000 | 6.60000      15.75000 | 7.75000 | 6.60000
Несоответствие индексов,3243,2622,11.75000 | 3.25000 | 9.90000      11.25000 | 3.25000 | 9.90000      11.75000 | 2.75000 | 9.90000      11.25000 | 2.75000 | 9.90000,11.75000 | 3.25000 | 9.90000      11.25000 | 3.25000 | 9.90000      11.25000 | 2.75000 | 9.90000      11.75000 | 2.75000 | 9.90000
Несоответствие индексов,550,3948,1.75000 | 0.75000 | 6.60000      2.25000 | 0.75000 | 6.60000,1.75000 | 0.75000 | 6.60000      2.25000 | 0.75000 | 6.60000
Несоответствие индексов,2175,4207,7.25000 | 12.75000 | 9.90000      7.75000 | 12.75000 | 9.90000,7.25000 | 12.75000 | 9.90000      7.75000 | 12.75000 | 9.90000
Несоответствие индексов,256,3909,0.75000 | 12.25000 | 0.00000      0.75000 | 12.75000 | 0.00000,0.75000 | 12.25000 | 0.00000      0.75000 | 12.75000 | 0.00000
Несоответствие индексов,4126,3421,15.25000 | 3.75000 | 0.00000      14.75000 | 3.75000 | 0.00000      15.25000 | 3.25000 | 0.00000      14.75000 | 3.25000 | 0.00000,15.25000 | 3.75000 | 0.00000      14.75000 | 3.75000 | 0.00000      14.75000 | 3.25000 | 0.00000      15.25000 | 3.25000 | 0.00000
Несоответствие индексов,585,434,2.25000 | 5.25000 | 0.00000      1.75000 | 5.25000 | 0.00000      2.25000 | 4.75000 | 0.00000      1.75000 | 4.75000 | 0.00000,2.25000 | 5.25000 | 0.00000      1.75000 | 5.25000 | 0.00000      1.75000 | 4.75000 | 0.00000      2.25000 | 4.75000 | 0.00000
Несоответствие индексов,3059,4397,10.75000 | 12.75000 | -2.20000      10.75000 | 12.75000 | -1.65000,10.75000 | 12.75000 | -2.20000      10.75000 | 12.75000 | -1.65000
Несоответствие индексов,2422,1989,8.92500 | 2.67857 | 5.18571      8.25000 | 2.67857 | 5.18571      8.92500 | 2.25000 | 4.95000      8.25000 | 2.25000 | 4.95000,8.92500 | 2.67857 | 5.18571      8.25000 | 2.67857 | 5.18571      8.25000 | 2.25000 | 4.95000      8.92500 | 2.25000 | 4.95000
Несоответствие индексов,2863,4278,10.25000 | 6.75000 | 0.00000      10.75000 | 6.75000 | 0.00000,10.25000 | 6.75000 | 0.00000      10.75000 | 6.75000 | 0.00000
Несоответствие индексов,4179,3470,15.25000 | 9.25000 | 9.90000      14.75000 | 9.25000 | 9.90000      15.25000 | 8.75000 | 9.90000      14.75000 | 8.75000 | 9.90000,15.25000 | 9.25000 | 9.90000      14.75000 | 9.25000 | 9.90000      14.75000 | 8.75000 | 9.90000      15.25000 | 8.75000 | 9.90000
Несоответствие индексов,3288,2663,11.75000 | 8.25000 | 6.60000      11.25000 | 8.25000 | 6.60000      11.75000 | 7.75000 | 6.60000      11.25000 | 7.75000 | 6.60000,11.75000 | 8.25000 | 6.60000      11.25000 | 8.25000 | 6.60000      11.25000 | 7.75000 | 6.60000      11.75000 | 7.75000 | 6.60000
Несоответствие индексов,3995,3302,14.75000 | 2.75000 | 9.90000      14.25000 | 2.75000 | 9.90000      14.75000 | 2.25000 | 9.90000      14.25000 | 2.25000 | 9.90000,14.75000 | 2.75000 | 9.90000      14.25000 | 2.75000 | 9.90000      14.25000 | 2.25000 | 9.90000      14.75000 | 2.25000 | 9.90000
Несоответствие индексов,971,784,3.75000 | 6.25000 | 0.00000      3.25000 | 6.25000 | 0.00000      3.75000 | 5.75000 | 0.00000      3.25000 | 5.75000 | 0.00000,3.75000 | 6.25000 | 0.00000      3.25000 | 6.25000 | 0.00000      3.25000 | 5.75000 | 0.00000      3.75000 | 5.75000 | 0.00000
Несоответствие индексов,1103,904,4.25000 | 6.75000 | 6.60000      3.75000 | 6.75000 | 6.60000      4.25000 | 6.25000 | 6.60000      3.75000 | 6.25000 | 6.60000,4.25000 | 6.75000 | 6.60000      3.75000 | 6.75000 | 6.60000      3.75000 | 6.25000 | 6.60000      4.25000 | 6.25000 | 6.60000
Несоответствие индексов,2819,2341,10.75000 | 3.25000 | 6.60000      10.17500 | 3.25000 | 6.60000      10.75000 | 2.75000 | 6.60000      10.17500 | 2.75000 | 6.60000,10.75000 | 3.25000 | 6.60000      10.17500 | 3.25000 | 6.60000      10.17500 | 2.75000 | 6.60000      10.75000 | 2.75000 | 6.60000
Несоответствие индексов,1951,1566,7.25000 | 0.75000 | -2.20000      7.25000 | 0.75000 | -2.75000      6.75000 | 0.75000 | -2.20000      6.75000 | 0.75000 | -2.75000,7.25000 | 0.75000 | -2.20000      7.25000 | 0.75000 | -2.75000      6.75000 | 0.75000 | -2.75000      6.75000 | 0.75000 | -2.20000
