Целевая площадь;Основной шаг;Доп. шаг;Основная арматура;Доп. арматура;Общая площадь;Отклонение (%)
8;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-91.12
;;;Ø3 мм;Ø4 мм;0.985;-87.69
;;;Ø4 мм;Ø3 мм;0.985;-87.69
;;;Ø4 мм;Ø4 мм;1.260;-84.25
;;;Ø3 мм;Ø6 мм;1.770;-77.88
;;;Ø6 мм;Ø3 мм;1.770;-77.88
;;;Ø4 мм;Ø6 мм;2.045;-74.44
;;;Ø6 мм;Ø4 мм;2.045;-74.44
;;;Ø6 мм;Ø6 мм;2.830;-64.62
;;;Ø3 мм;Ø8 мм;2.870;-64.12
;;;Ø8 мм;Ø3 мм;2.870;-64.12
;;;Ø4 мм;Ø8 мм;3.145;-60.69
;;;Ø8 мм;Ø4 мм;3.145;-60.69
;;;Ø6 мм;Ø8 мм;3.930;-50.87
;;;Ø8 мм;Ø6 мм;3.930;-50.87
;;;Ø3 мм;Ø10 мм;4.280;-46.50
;;;Ø10 мм;Ø3 мм;4.280;-46.50
;;;Ø4 мм;Ø10 мм;4.555;-43.06
;;;Ø10 мм;Ø4 мм;4.555;-43.06
;;;Ø8 мм;Ø8 мм;5.030;-37.12

8.2;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-91.34
;;;Ø3 мм;Ø4 мм;0.985;-87.99
;;;Ø4 мм;Ø3 мм;0.985;-87.99
;;;Ø4 мм;Ø4 мм;1.260;-84.63
;;;Ø3 мм;Ø6 мм;1.770;-78.41
;;;Ø6 мм;Ø3 мм;1.770;-78.41
;;;Ø4 мм;Ø6 мм;2.045;-75.06
;;;Ø6 мм;Ø4 мм;2.045;-75.06
;;;Ø6 мм;Ø6 мм;2.830;-65.49
;;;Ø3 мм;Ø8 мм;2.870;-65.00
;;;Ø8 мм;Ø3 мм;2.870;-65.00
;;;Ø4 мм;Ø8 мм;3.145;-61.65
;;;Ø8 мм;Ø4 мм;3.145;-61.65
;;;Ø6 мм;Ø8 мм;3.930;-52.07
;;;Ø8 мм;Ø6 мм;3.930;-52.07
;;;Ø3 мм;Ø10 мм;4.280;-47.80
;;;Ø10 мм;Ø3 мм;4.280;-47.80
;;;Ø4 мм;Ø10 мм;4.555;-44.45
;;;Ø10 мм;Ø4 мм;4.555;-44.45
;;;Ø8 мм;Ø8 мм;5.030;-38.66

8.4;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-91.55
;;;Ø3 мм;Ø4 мм;0.985;-88.27
;;;Ø4 мм;Ø3 мм;0.985;-88.27
;;;Ø4 мм;Ø4 мм;1.260;-85.00
;;;Ø3 мм;Ø6 мм;1.770;-78.93
;;;Ø6 мм;Ø3 мм;1.770;-78.93
;;;Ø4 мм;Ø6 мм;2.045;-75.65
;;;Ø6 мм;Ø4 мм;2.045;-75.65
;;;Ø6 мм;Ø6 мм;2.830;-66.31
;;;Ø3 мм;Ø8 мм;2.870;-65.83
;;;Ø8 мм;Ø3 мм;2.870;-65.83
;;;Ø4 мм;Ø8 мм;3.145;-62.56
;;;Ø8 мм;Ø4 мм;3.145;-62.56
;;;Ø6 мм;Ø8 мм;3.930;-53.21
;;;Ø8 мм;Ø6 мм;3.930;-53.21
;;;Ø3 мм;Ø10 мм;4.280;-49.05
;;;Ø10 мм;Ø3 мм;4.280;-49.05
;;;Ø4 мм;Ø10 мм;4.555;-45.77
;;;Ø10 мм;Ø4 мм;4.555;-45.77
;;;Ø8 мм;Ø8 мм;5.030;-40.12

8.6;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-91.74
;;;Ø3 мм;Ø4 мм;0.985;-88.55
;;;Ø4 мм;Ø3 мм;0.985;-88.55
;;;Ø4 мм;Ø4 мм;1.260;-85.35
;;;Ø3 мм;Ø6 мм;1.770;-79.42
;;;Ø6 мм;Ø3 мм;1.770;-79.42
;;;Ø4 мм;Ø6 мм;2.045;-76.22
;;;Ø6 мм;Ø4 мм;2.045;-76.22
;;;Ø6 мм;Ø6 мм;2.830;-67.09
;;;Ø3 мм;Ø8 мм;2.870;-66.63
;;;Ø8 мм;Ø3 мм;2.870;-66.63
;;;Ø4 мм;Ø8 мм;3.145;-63.43
;;;Ø8 мм;Ø4 мм;3.145;-63.43
;;;Ø6 мм;Ø8 мм;3.930;-54.30
;;;Ø8 мм;Ø6 мм;3.930;-54.30
;;;Ø3 мм;Ø10 мм;4.280;-50.23
;;;Ø10 мм;Ø3 мм;4.280;-50.23
;;;Ø4 мм;Ø10 мм;4.555;-47.03
;;;Ø10 мм;Ø4 мм;4.555;-47.03
;;;Ø8 мм;Ø8 мм;5.030;-41.51

8.8;0.2;0.2;Ø3 мм;Ø3 мм;0.710;-91.93
;;;Ø3 мм;Ø4 мм;0.985;-88.81
;;;Ø4 мм;Ø3 мм;0.985;-88.81
;;;Ø4 мм;Ø4 мм;1.260;-85.68
;;;Ø3 мм;Ø6 мм;1.770;-79.89
;;;Ø6 мм;Ø3 мм;1.770;-79.89
;;;Ø4 мм;Ø6 мм;2.045;-76.76
;;;Ø6 мм;Ø4 мм;2.045;-76.76
;;;Ø6 мм;Ø6 мм;2.830;-67.84
;;;Ø3 мм;Ø8 мм;2.870;-67.39
;;;Ø8 мм;Ø3 мм;2.870;-67.39
;;;Ø4 мм;Ø8 мм;3.145;-64.26
;;;Ø8 мм;Ø4 мм;3.145;-64.26
;;;Ø6 мм;Ø8 мм;3.930;-55.34
;;;Ø8 мм;Ø6 мм;3.930;-55.34
;;;Ø3 мм;Ø10 мм;4.280;-51.36
;;;Ø10 мм;Ø3 мм;4.280;-51.36
;;;Ø4 мм;Ø10 мм;4.555;-48.24
;;;Ø10 мм;Ø4 мм;4.555;-48.24
;;;Ø8 мм;Ø8 мм;5.030;-42.84

10;0.4;0.2;Ø3 мм;Ø3 мм;0.533;-94.67
;;;Ø4 мм;Ø3 мм;0.670;-93.30
;;;Ø3 мм;Ø4 мм;0.808;-91.93
;;;Ø4 мм;Ø4 мм;0.945;-90.55
;;;Ø6 мм;Ø3 мм;1.062;-89.38
;;;Ø6 мм;Ø4 мм;1.337;-86.62
;;;Ø3 мм;Ø6 мм;1.592;-84.07
;;;Ø8 мм;Ø3 мм;1.613;-83.88
;;;Ø4 мм;Ø6 мм;1.730;-82.70
;;;Ø8 мм;Ø4 мм;1.888;-81.12
;;;Ø6 мм;Ø6 мм;2.122;-78.78
;;;Ø10 мм;Ø3 мм;2.318;-76.82
;;;Ø10 мм;Ø4 мм;2.593;-74.07
;;;Ø8 мм;Ø6 мм;2.673;-73.28
;;;Ø3 мм;Ø8 мм;2.693;-73.07
;;;Ø4 мм;Ø8 мм;2.830;-71.70
;;;Ø12 мм;Ø3 мм;3.183;-68.18
;;;Ø6 мм;Ø8 мм;3.223;-67.78
;;;Ø10 мм;Ø6 мм;3.378;-66.22
;;;Ø12 мм;Ø4 мм;3.457;-65.43

20;0.4;0.2;Ø3 мм;Ø3 мм;0.533;-97.34
;;;Ø4 мм;Ø3 мм;0.670;-96.65
;;;Ø3 мм;Ø4 мм;0.808;-95.96
;;;Ø4 мм;Ø4 мм;0.945;-95.28
;;;Ø6 мм;Ø3 мм;1.062;-94.69
;;;Ø6 мм;Ø4 мм;1.337;-93.31
;;;Ø3 мм;Ø6 мм;1.592;-92.04
;;;Ø8 мм;Ø3 мм;1.613;-91.94
;;;Ø4 мм;Ø6 мм;1.730;-91.35
;;;Ø8 мм;Ø4 мм;1.888;-90.56
;;;Ø6 мм;Ø6 мм;2.122;-89.39
;;;Ø10 мм;Ø3 мм;2.318;-88.41
;;;Ø10 мм;Ø4 мм;2.593;-87.04
;;;Ø8 мм;Ø6 мм;2.673;-86.64
;;;Ø3 мм;Ø8 мм;2.693;-86.54
;;;Ø4 мм;Ø8 мм;2.830;-85.85
;;;Ø12 мм;Ø3 мм;3.183;-84.09
;;;Ø6 мм;Ø8 мм;3.223;-83.89
;;;Ø10 мм;Ø6 мм;3.378;-83.11
;;;Ø12 мм;Ø4 мм;3.457;-82.71

30;0.4;0.2;Ø3 мм;Ø3 мм;0.533;-98.22
;;;Ø4 мм;Ø3 мм;0.670;-97.77
;;;Ø3 мм;Ø4 мм;0.808;-97.31
;;;Ø4 мм;Ø4 мм;0.945;-96.85
;;;Ø6 мм;Ø3 мм;1.062;-96.46
;;;Ø6 мм;Ø4 мм;1.337;-95.54
;;;Ø3 мм;Ø6 мм;1.592;-94.69
;;;Ø8 мм;Ø3 мм;1.613;-94.62
;;;Ø4 мм;Ø6 мм;1.730;-94.23
;;;Ø8 мм;Ø4 мм;1.888;-93.71
;;;Ø6 мм;Ø6 мм;2.122;-92.93
;;;Ø10 мм;Ø3 мм;2.318;-92.28
;;;Ø10 мм;Ø4 мм;2.593;-91.36
;;;Ø8 мм;Ø6 мм;2.673;-91.09
;;;Ø3 мм;Ø8 мм;2.693;-91.03
;;;Ø4 мм;Ø8 мм;2.830;-90.57
;;;Ø12 мм;Ø3 мм;3.183;-89.39
;;;Ø6 мм;Ø8 мм;3.223;-89.26
;;;Ø10 мм;Ø6 мм;3.378;-88.74
;;;Ø12 мм;Ø4 мм;3.457;-88.47

40;0.4;0.2;Ø3 мм;Ø3 мм;0.533;-98.67
;;;Ø4 мм;Ø3 мм;0.670;-98.33
;;;Ø3 мм;Ø4 мм;0.808;-97.98
;;;Ø4 мм;Ø4 мм;0.945;-97.64
;;;Ø6 мм;Ø3 мм;1.062;-97.34
;;;Ø6 мм;Ø4 мм;1.337;-96.66
;;;Ø3 мм;Ø6 мм;1.592;-96.02
;;;Ø8 мм;Ø3 мм;1.613;-95.97
;;;Ø4 мм;Ø6 мм;1.730;-95.67
;;;Ø8 мм;Ø4 мм;1.888;-95.28
;;;Ø6 мм;Ø6 мм;2.122;-94.69
;;;Ø10 мм;Ø3 мм;2.318;-94.21
;;;Ø10 мм;Ø4 мм;2.593;-93.52
;;;Ø8 мм;Ø6 мм;2.673;-93.32
;;;Ø3 мм;Ø8 мм;2.693;-93.27
;;;Ø4 мм;Ø8 мм;2.830;-92.93
;;;Ø12 мм;Ø3 мм;3.183;-92.04
;;;Ø6 мм;Ø8 мм;3.223;-91.94
;;;Ø10 мм;Ø6 мм;3.378;-91.56
;;;Ø12 мм;Ø4 мм;3.457;-91.36

50;0.4;0.2;Ø3 мм;Ø3 мм;0.533;-98.94
;;;Ø4 мм;Ø3 мм;0.670;-98.66
;;;Ø3 мм;Ø4 мм;0.808;-98.39
;;;Ø4 мм;Ø4 мм;0.945;-98.11
;;;Ø6 мм;Ø3 мм;1.062;-97.88
;;;Ø6 мм;Ø4 мм;1.337;-97.32
;;;Ø3 мм;Ø6 мм;1.592;-96.82
;;;Ø8 мм;Ø3 мм;1.613;-96.78
;;;Ø4 мм;Ø6 мм;1.730;-96.54
;;;Ø8 мм;Ø4 мм;1.888;-96.22
;;;Ø6 мм;Ø6 мм;2.122;-95.75
;;;Ø10 мм;Ø3 мм;2.318;-95.36
;;;Ø10 мм;Ø4 мм;2.593;-94.81
;;;Ø8 мм;Ø6 мм;2.673;-94.65
;;;Ø3 мм;Ø8 мм;2.693;-94.61
;;;Ø4 мм;Ø8 мм;2.830;-94.34
;;;Ø12 мм;Ø3 мм;3.183;-93.64
;;;Ø6 мм;Ø8 мм;3.223;-93.56
;;;Ø10 мм;Ø6 мм;3.378;-93.25
;;;Ø12 мм;Ø4 мм;3.457;-93.09

60;0.4;0.2;Ø3 мм;Ø3 мм;0.533;-99.11
;;;Ø4 мм;Ø3 мм;0.670;-98.88
;;;Ø3 мм;Ø4 мм;0.808;-98.65
;;;Ø4 мм;Ø4 мм;0.945;-98.43
;;;Ø6 мм;Ø3 мм;1.062;-98.23
;;;Ø6 мм;Ø4 мм;1.337;-97.77
;;;Ø3 мм;Ø6 мм;1.592;-97.35
;;;Ø8 мм;Ø3 мм;1.613;-97.31
;;;Ø4 мм;Ø6 мм;1.730;-97.12
;;;Ø8 мм;Ø4 мм;1.888;-96.85
;;;Ø6 мм;Ø6 мм;2.122;-96.46
;;;Ø10 мм;Ø3 мм;2.318;-96.14
;;;Ø10 мм;Ø4 мм;2.593;-95.68
;;;Ø8 мм;Ø6 мм;2.673;-95.55
;;;Ø3 мм;Ø8 мм;2.693;-95.51
;;;Ø4 мм;Ø8 мм;2.830;-95.28
;;;Ø12 мм;Ø3 мм;3.183;-94.70
;;;Ø6 мм;Ø8 мм;3.223;-94.63
;;;Ø10 мм;Ø6 мм;3.378;-94.37
;;;Ø12 мм;Ø4 мм;3.457;-94.24

20;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-97.34
;;;Ø3 мм;Ø4 мм;0.670;-96.65
;;;Ø4 мм;Ø3 мм;0.808;-95.96
;;;Ø4 мм;Ø4 мм;0.945;-95.28
;;;Ø3 мм;Ø6 мм;1.062;-94.69
;;;Ø4 мм;Ø6 мм;1.337;-93.31
;;;Ø6 мм;Ø3 мм;1.592;-92.04
;;;Ø3 мм;Ø8 мм;1.613;-91.94
;;;Ø6 мм;Ø4 мм;1.730;-91.35
;;;Ø4 мм;Ø8 мм;1.888;-90.56
;;;Ø6 мм;Ø6 мм;2.122;-89.39
;;;Ø3 мм;Ø10 мм;2.318;-88.41
;;;Ø4 мм;Ø10 мм;2.593;-87.04
;;;Ø6 мм;Ø8 мм;2.673;-86.64
;;;Ø8 мм;Ø3 мм;2.693;-86.54
;;;Ø8 мм;Ø4 мм;2.830;-85.85
;;;Ø3 мм;Ø12 мм;3.183;-84.09
;;;Ø8 мм;Ø6 мм;3.223;-83.89
;;;Ø6 мм;Ø10 мм;3.378;-83.11
;;;Ø4 мм;Ø12 мм;3.457;-82.71

40;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-98.67
;;;Ø3 мм;Ø4 мм;0.670;-98.33
;;;Ø4 мм;Ø3 мм;0.808;-97.98
;;;Ø4 мм;Ø4 мм;0.945;-97.64
;;;Ø3 мм;Ø6 мм;1.062;-97.34
;;;Ø4 мм;Ø6 мм;1.337;-96.66
;;;Ø6 мм;Ø3 мм;1.592;-96.02
;;;Ø3 мм;Ø8 мм;1.613;-95.97
;;;Ø6 мм;Ø4 мм;1.730;-95.67
;;;Ø4 мм;Ø8 мм;1.888;-95.28
;;;Ø6 мм;Ø6 мм;2.122;-94.69
;;;Ø3 мм;Ø10 мм;2.318;-94.21
;;;Ø4 мм;Ø10 мм;2.593;-93.52
;;;Ø6 мм;Ø8 мм;2.673;-93.32
;;;Ø8 мм;Ø3 мм;2.693;-93.27
;;;Ø8 мм;Ø4 мм;2.830;-92.93
;;;Ø3 мм;Ø12 мм;3.183;-92.04
;;;Ø8 мм;Ø6 мм;3.223;-91.94
;;;Ø6 мм;Ø10 мм;3.378;-91.56
;;;Ø4 мм;Ø12 мм;3.457;-91.36

60;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.11
;;;Ø3 мм;Ø4 мм;0.670;-98.88
;;;Ø4 мм;Ø3 мм;0.808;-98.65
;;;Ø4 мм;Ø4 мм;0.945;-98.43
;;;Ø3 мм;Ø6 мм;1.062;-98.23
;;;Ø4 мм;Ø6 мм;1.337;-97.77
;;;Ø6 мм;Ø3 мм;1.592;-97.35
;;;Ø3 мм;Ø8 мм;1.613;-97.31
;;;Ø6 мм;Ø4 мм;1.730;-97.12
;;;Ø4 мм;Ø8 мм;1.888;-96.85
;;;Ø6 мм;Ø6 мм;2.122;-96.46
;;;Ø3 мм;Ø10 мм;2.318;-96.14
;;;Ø4 мм;Ø10 мм;2.593;-95.68
;;;Ø6 мм;Ø8 мм;2.673;-95.55
;;;Ø8 мм;Ø3 мм;2.693;-95.51
;;;Ø8 мм;Ø4 мм;2.830;-95.28
;;;Ø3 мм;Ø12 мм;3.183;-94.70
;;;Ø8 мм;Ø6 мм;3.223;-94.63
;;;Ø6 мм;Ø10 мм;3.378;-94.37
;;;Ø4 мм;Ø12 мм;3.457;-94.24

80;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.33
;;;Ø3 мм;Ø4 мм;0.670;-99.16
;;;Ø4 мм;Ø3 мм;0.808;-98.99
;;;Ø4 мм;Ø4 мм;0.945;-98.82
;;;Ø3 мм;Ø6 мм;1.062;-98.67
;;;Ø4 мм;Ø6 мм;1.337;-98.33
;;;Ø6 мм;Ø3 мм;1.592;-98.01
;;;Ø3 мм;Ø8 мм;1.613;-97.98
;;;Ø6 мм;Ø4 мм;1.730;-97.84
;;;Ø4 мм;Ø8 мм;1.888;-97.64
;;;Ø6 мм;Ø6 мм;2.122;-97.35
;;;Ø3 мм;Ø10 мм;2.318;-97.10
;;;Ø4 мм;Ø10 мм;2.593;-96.76
;;;Ø6 мм;Ø8 мм;2.673;-96.66
;;;Ø8 мм;Ø3 мм;2.693;-96.63
;;;Ø8 мм;Ø4 мм;2.830;-96.46
;;;Ø3 мм;Ø12 мм;3.183;-96.02
;;;Ø8 мм;Ø6 мм;3.223;-95.97
;;;Ø6 мм;Ø10 мм;3.378;-95.78
;;;Ø4 мм;Ø12 мм;3.457;-95.68

100;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.47
;;;Ø3 мм;Ø4 мм;0.670;-99.33
;;;Ø4 мм;Ø3 мм;0.808;-99.19
;;;Ø4 мм;Ø4 мм;0.945;-99.06
;;;Ø3 мм;Ø6 мм;1.062;-98.94
;;;Ø4 мм;Ø6 мм;1.337;-98.66
;;;Ø6 мм;Ø3 мм;1.592;-98.41
;;;Ø3 мм;Ø8 мм;1.613;-98.39
;;;Ø6 мм;Ø4 мм;1.730;-98.27
;;;Ø4 мм;Ø8 мм;1.888;-98.11
;;;Ø6 мм;Ø6 мм;2.122;-97.88
;;;Ø3 мм;Ø10 мм;2.318;-97.68
;;;Ø4 мм;Ø10 мм;2.593;-97.41
;;;Ø6 мм;Ø8 мм;2.673;-97.33
;;;Ø8 мм;Ø3 мм;2.693;-97.31
;;;Ø8 мм;Ø4 мм;2.830;-97.17
;;;Ø3 мм;Ø12 мм;3.183;-96.82
;;;Ø8 мм;Ø6 мм;3.223;-96.78
;;;Ø6 мм;Ø10 мм;3.378;-96.62
;;;Ø4 мм;Ø12 мм;3.457;-96.54

120;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.56
;;;Ø3 мм;Ø4 мм;0.670;-99.44
;;;Ø4 мм;Ø3 мм;0.808;-99.33
;;;Ø4 мм;Ø4 мм;0.945;-99.21
;;;Ø3 мм;Ø6 мм;1.062;-99.11
;;;Ø4 мм;Ø6 мм;1.337;-98.89
;;;Ø6 мм;Ø3 мм;1.592;-98.67
;;;Ø3 мм;Ø8 мм;1.613;-98.66
;;;Ø6 мм;Ø4 мм;1.730;-98.56
;;;Ø4 мм;Ø8 мм;1.888;-98.43
;;;Ø6 мм;Ø6 мм;2.122;-98.23
;;;Ø3 мм;Ø10 мм;2.318;-98.07
;;;Ø4 мм;Ø10 мм;2.593;-97.84
;;;Ø6 мм;Ø8 мм;2.673;-97.77
;;;Ø8 мм;Ø3 мм;2.693;-97.76
;;;Ø8 мм;Ø4 мм;2.830;-97.64
;;;Ø3 мм;Ø12 мм;3.183;-97.35
;;;Ø8 мм;Ø6 мм;3.223;-97.31
;;;Ø6 мм;Ø10 мм;3.378;-97.19
;;;Ø4 мм;Ø12 мм;3.457;-97.12

140;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.62
;;;Ø3 мм;Ø4 мм;0.670;-99.52
;;;Ø4 мм;Ø3 мм;0.808;-99.42
;;;Ø4 мм;Ø4 мм;0.945;-99.33
;;;Ø3 мм;Ø6 мм;1.062;-99.24
;;;Ø4 мм;Ø6 мм;1.337;-99.04
;;;Ø6 мм;Ø3 мм;1.592;-98.86
;;;Ø3 мм;Ø8 мм;1.613;-98.85
;;;Ø6 мм;Ø4 мм;1.730;-98.76
;;;Ø4 мм;Ø8 мм;1.888;-98.65
;;;Ø6 мм;Ø6 мм;2.122;-98.48
;;;Ø3 мм;Ø10 мм;2.318;-98.34
;;;Ø4 мм;Ø10 мм;2.593;-98.15
;;;Ø6 мм;Ø8 мм;2.673;-98.09
;;;Ø8 мм;Ø3 мм;2.693;-98.08
;;;Ø8 мм;Ø4 мм;2.830;-97.98
;;;Ø3 мм;Ø12 мм;3.183;-97.73
;;;Ø8 мм;Ø6 мм;3.223;-97.70
;;;Ø6 мм;Ø10 мм;3.378;-97.59
;;;Ø4 мм;Ø12 мм;3.457;-97.53

160;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.67
;;;Ø3 мм;Ø4 мм;0.670;-99.58
;;;Ø4 мм;Ø3 мм;0.808;-99.50
;;;Ø4 мм;Ø4 мм;0.945;-99.41
;;;Ø3 мм;Ø6 мм;1.062;-99.34
;;;Ø4 мм;Ø6 мм;1.337;-99.16
;;;Ø6 мм;Ø3 мм;1.592;-99.00
;;;Ø3 мм;Ø8 мм;1.613;-98.99
;;;Ø6 мм;Ø4 мм;1.730;-98.92
;;;Ø4 мм;Ø8 мм;1.888;-98.82
;;;Ø6 мм;Ø6 мм;2.122;-98.67
;;;Ø3 мм;Ø10 мм;2.318;-98.55
;;;Ø4 мм;Ø10 мм;2.593;-98.38
;;;Ø6 мм;Ø8 мм;2.673;-98.33
;;;Ø8 мм;Ø3 мм;2.693;-98.32
;;;Ø8 мм;Ø4 мм;2.830;-98.23
;;;Ø3 мм;Ø12 мм;3.183;-98.01
;;;Ø8 мм;Ø6 мм;3.223;-97.99
;;;Ø6 мм;Ø10 мм;3.378;-97.89
;;;Ø4 мм;Ø12 мм;3.457;-97.84

180;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.70
;;;Ø3 мм;Ø4 мм;0.670;-99.63
;;;Ø4 мм;Ø3 мм;0.808;-99.55
;;;Ø4 мм;Ø4 мм;0.945;-99.48
;;;Ø3 мм;Ø6 мм;1.062;-99.41
;;;Ø4 мм;Ø6 мм;1.337;-99.26
;;;Ø6 мм;Ø3 мм;1.592;-99.12
;;;Ø3 мм;Ø8 мм;1.613;-99.10
;;;Ø6 мм;Ø4 мм;1.730;-99.04
;;;Ø4 мм;Ø8 мм;1.888;-98.95
;;;Ø6 мм;Ø6 мм;2.122;-98.82
;;;Ø3 мм;Ø10 мм;2.318;-98.71
;;;Ø4 мм;Ø10 мм;2.593;-98.56
;;;Ø6 мм;Ø8 мм;2.673;-98.52
;;;Ø8 мм;Ø3 мм;2.693;-98.50
;;;Ø8 мм;Ø4 мм;2.830;-98.43
;;;Ø3 мм;Ø12 мм;3.183;-98.23
;;;Ø8 мм;Ø6 мм;3.223;-98.21
;;;Ø6 мм;Ø10 мм;3.378;-98.12
;;;Ø4 мм;Ø12 мм;3.457;-98.08

200;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.73
;;;Ø3 мм;Ø4 мм;0.670;-99.67
;;;Ø4 мм;Ø3 мм;0.808;-99.60
;;;Ø4 мм;Ø4 мм;0.945;-99.53
;;;Ø3 мм;Ø6 мм;1.062;-99.47
;;;Ø4 мм;Ø6 мм;1.337;-99.33
;;;Ø6 мм;Ø3 мм;1.592;-99.20
;;;Ø3 мм;Ø8 мм;1.613;-99.19
;;;Ø6 мм;Ø4 мм;1.730;-99.14
;;;Ø4 мм;Ø8 мм;1.888;-99.06
;;;Ø6 мм;Ø6 мм;2.122;-98.94
;;;Ø3 мм;Ø10 мм;2.318;-98.84
;;;Ø4 мм;Ø10 мм;2.593;-98.70
;;;Ø6 мм;Ø8 мм;2.673;-98.66
;;;Ø8 мм;Ø3 мм;2.693;-98.65
;;;Ø8 мм;Ø4 мм;2.830;-98.58
;;;Ø3 мм;Ø12 мм;3.183;-98.41
;;;Ø8 мм;Ø6 мм;3.223;-98.39
;;;Ø6 мм;Ø10 мм;3.378;-98.31
;;;Ø4 мм;Ø12 мм;3.457;-98.27

220;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.76
;;;Ø3 мм;Ø4 мм;0.670;-99.70
;;;Ø4 мм;Ø3 мм;0.808;-99.63
;;;Ø4 мм;Ø4 мм;0.945;-99.57
;;;Ø3 мм;Ø6 мм;1.062;-99.52
;;;Ø4 мм;Ø6 мм;1.337;-99.39
;;;Ø6 мм;Ø3 мм;1.592;-99.28
;;;Ø3 мм;Ø8 мм;1.613;-99.27
;;;Ø6 мм;Ø4 мм;1.730;-99.21
;;;Ø4 мм;Ø8 мм;1.888;-99.14
;;;Ø6 мм;Ø6 мм;2.122;-99.04
;;;Ø3 мм;Ø10 мм;2.318;-98.95
;;;Ø4 мм;Ø10 мм;2.593;-98.82
;;;Ø6 мм;Ø8 мм;2.673;-98.79
;;;Ø8 мм;Ø3 мм;2.693;-98.78
;;;Ø8 мм;Ø4 мм;2.830;-98.71
;;;Ø3 мм;Ø12 мм;3.183;-98.55
;;;Ø8 мм;Ø6 мм;3.223;-98.54
;;;Ø6 мм;Ø10 мм;3.378;-98.46
;;;Ø4 мм;Ø12 мм;3.457;-98.43

240;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.78
;;;Ø3 мм;Ø4 мм;0.670;-99.72
;;;Ø4 мм;Ø3 мм;0.808;-99.66
;;;Ø4 мм;Ø4 мм;0.945;-99.61
;;;Ø3 мм;Ø6 мм;1.062;-99.56
;;;Ø4 мм;Ø6 мм;1.337;-99.44
;;;Ø6 мм;Ø3 мм;1.592;-99.34
;;;Ø3 мм;Ø8 мм;1.613;-99.33
;;;Ø6 мм;Ø4 мм;1.730;-99.28
;;;Ø4 мм;Ø8 мм;1.888;-99.21
;;;Ø6 мм;Ø6 мм;2.122;-99.12
;;;Ø3 мм;Ø10 мм;2.318;-99.03
;;;Ø4 мм;Ø10 мм;2.593;-98.92
;;;Ø6 мм;Ø8 мм;2.673;-98.89
;;;Ø8 мм;Ø3 мм;2.693;-98.88
;;;Ø8 мм;Ø4 мм;2.830;-98.82
;;;Ø3 мм;Ø12 мм;3.183;-98.67
;;;Ø8 мм;Ø6 мм;3.223;-98.66
;;;Ø6 мм;Ø10 мм;3.378;-98.59
;;;Ø4 мм;Ø12 мм;3.457;-98.56

260;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.80
;;;Ø3 мм;Ø4 мм;0.670;-99.74
;;;Ø4 мм;Ø3 мм;0.808;-99.69
;;;Ø4 мм;Ø4 мм;0.945;-99.64
;;;Ø3 мм;Ø6 мм;1.062;-99.59
;;;Ø4 мм;Ø6 мм;1.337;-99.49
;;;Ø6 мм;Ø3 мм;1.592;-99.39
;;;Ø3 мм;Ø8 мм;1.613;-99.38
;;;Ø6 мм;Ø4 мм;1.730;-99.33
;;;Ø4 мм;Ø8 мм;1.888;-99.27
;;;Ø6 мм;Ø6 мм;2.122;-99.18
;;;Ø3 мм;Ø10 мм;2.318;-99.11
;;;Ø4 мм;Ø10 мм;2.593;-99.00
;;;Ø6 мм;Ø8 мм;2.673;-98.97
;;;Ø8 мм;Ø3 мм;2.693;-98.96
;;;Ø8 мм;Ø4 мм;2.830;-98.91
;;;Ø3 мм;Ø12 мм;3.183;-98.78
;;;Ø8 мм;Ø6 мм;3.223;-98.76
;;;Ø6 мм;Ø10 мм;3.378;-98.70
;;;Ø4 мм;Ø12 мм;3.457;-98.67

280;0.2;0.4;Ø3 мм;Ø3 мм;0.533;-99.81
;;;Ø3 мм;Ø4 мм;0.670;-99.76
;;;Ø4 мм;Ø3 мм;0.808;-99.71
;;;Ø4 мм;Ø4 мм;0.945;-99.66
;;;Ø3 мм;Ø6 мм;1.062;-99.62
;;;Ø4 мм;Ø6 мм;1.337;-99.52
;;;Ø6 мм;Ø3 мм;1.592;-99.43
;;;Ø3 мм;Ø8 мм;1.613;-99.42
;;;Ø6 мм;Ø4 мм;1.730;-99.38
;;;Ø4 мм;Ø8 мм;1.888;-99.33
