Номер,Индекс координаты,Координаты X,Координаты Y,Координаты Z,Тип,Материал
2322,2,8.75,1.25,9.9,44,6
2322,3,8.25,1.25,9.9,44,6
2323,0,8.75,2.25,9.9,44,6
2323,1,8.25,2.25,9.9,44,6
2323,2,8.75,1.75,9.9,44,6
2323,3,8.25,1.75,9.9,44,6
2324,0,8.75,2.75,9.9,44,6
2324,1,8.25,2.75,9.9,44,6
2324,2,8.75,2.25,9.9,44,6
2324,3,8.25,2.25,9.9,44,6
2325,0,8.75,3.25,9.9,44,6
2325,1,8.25,3.25,9.9,44,6
2325,2,8.75,2.75,9.9,44,6
2325,3,8.25,2.75,9.9,44,6
2326,0,8.75,3.75,9.9,44,6
2326,1,8.25,3.75,9.9,44,6
2326,2,8.75,3.25,9.9,44,6
2326,3,8.25,3.25,9.9,44,6
2327,0,8.75,4.25,9.9,44,6
2327,1,8.25,4.25,9.9,44,6
2327,2,8.75,3.75,9.9,44,6
2327,3,8.25,3.75,9.9,44,6
2328,0,8.75,4.75,9.9,44,6
2328,1,8.25,4.75,9.9,44,6
2328,2,8.75,4.25,9.9,44,6
2328,3,8.25,4.25,9.9,44,6
2329,0,8.75,5.25,9.9,44,6
2329,1,8.25,5.25,9.9,44,6
2329,2,8.75,4.75,9.9,44,6
2329,3,8.25,4.75,9.9,44,6
2330,0,8.75,5.75,0,44,6
2330,1,8.25,5.75,0,44,6
2330,2,8.75,5.25,0,44,6
2330,3,8.25,5.25,0,44,6
2331,0,8.75,5.75,3.3,44,6
2331,1,8.25,5.75,3.3,44,6
2331,2,8.75,5.25,3.3,44,6
2331,3,8.25,5.25,3.3,44,6
2332,0,8.75,5.75,6.6,44,6
2332,1,8.25,5.75,6.6,44,6
2332,2,8.75,5.25,6.6,44,6
2332,3,8.25,5.25,6.6,44,6
2333,0,8.75,5.75,9.9,44,6
2333,1,8.25,5.75,9.9,44,6
2333,2,8.75,5.25,9.9,44,6
2333,3,8.25,5.25,9.9,44,6
2334,0,8.75,6.25,0,44,6
2334,1,8.25,6.25,0,44,6
2334,2,8.75,5.75,0,44,6
2334,3,8.25,5.75,0,44,6
2335,0,8.75,6.25,3.3,44,6
2335,1,8.25,6.25,3.3,44,6
2335,2,8.75,5.75,3.3,44,6
2335,3,8.25,5.75,3.3,44,6
2336,0,8.75,6.25,6.6,44,6
2336,1,8.25,6.25,6.6,44,6
2336,2,8.75,5.75,6.6,44,6
2336,3,8.25,5.75,6.6,44,6
2337,0,8.75,6.25,9.9,44,6
2337,1,8.25,6.25,9.9,44,6
2337,2,8.75,5.75,9.9,44,6
2337,3,8.25,5.75,9.9,44,6
2338,0,8.75,6.75,0,44,6
2338,1,8.25,6.75,0,44,6
2338,2,8.75,6.25,0,44,6
2338,3,8.25,6.25,0,44,6
2339,0,8.75,6.75,3.3,44,6
2339,1,8.25,6.75,3.3,44,6
2339,2,8.75,6.25,3.3,44,6
2339,3,8.25,6.25,3.3,44,6
2340,0,8.75,6.75,6.6,44,6
2340,1,8.25,6.75,6.6,44,6
2340,2,8.75,6.25,6.6,44,6
2340,3,8.25,6.25,6.6,44,6
2341,0,8.75,6.75,9.9,44,6
2341,1,8.25,6.75,9.9,44,6
2341,2,8.75,6.25,9.9,44,6
2341,3,8.25,6.25,9.9,44,6
2342,0,8.75,6.75,-3.3,44,4
2342,1,8.25,6.75,-3.3,44,4
2342,2,8.75,6.375,-3.3,44,4
2342,3,8.25,6.375,-3.3,44,4
2343,0,8.25,6.75,0,5,3
2343,1,8.75,6.75,0,5,3
2344,0,8.25,6.75,3.3,5,3
2344,1,8.75,6.75,3.3,5,3
2345,0,8.25,6.75,6.6,5,3
2345,1,8.75,6.75,6.6,5,3
2346,0,8.25,6.75,9.9,5,3
2346,1,8.75,6.75,9.9,5,3
2347,0,8.75,7.125,-3.3,44,4
2347,1,8.25,7.125,-3.3,44,4
2347,2,8.75,6.75,-3.3,44,4
2347,3,8.25,6.75,-3.3,44,4
2348,0,8.75,7.25,0,44,6
2348,1,8.25,7.25,0,44,6
2348,2,8.75,6.75,0,44,6
2348,3,8.25,6.75,0,44,6
2349,0,8.75,7.25,3.3,44,6
2349,1,8.25,7.25,3.3,44,6
2349,2,8.75,6.75,3.3,44,6
2349,3,8.25,6.75,3.3,44,6
2350,0,8.75,7.25,6.6,44,6
2350,1,8.25,7.25,6.6,44,6
2350,2,8.75,6.75,6.6,44,6
2350,3,8.25,6.75,6.6,44,6
2351,0,8.75,7.25,9.9,44,6
2351,1,8.25,7.25,9.9,44,6
2351,2,8.75,6.75,9.9,44,6
2351,3,8.25,6.75,9.9,44,6
2352,0,8.75,7.75,0,44,6
2352,1,8.25,7.75,0,44,6
2352,2,8.75,7.25,0,44,6
2352,3,8.25,7.25,0,44,6
2353,0,8.75,7.75,3.3,44,6
2353,1,8.25,7.75,3.3,44,6
2353,2,8.75,7.25,3.3,44,6
2353,3,8.25,7.25,3.3,44,6
2354,0,8.75,7.75,6.6,44,6
2354,1,8.25,7.75,6.6,44,6
2354,2,8.75,7.25,6.6,44,6
2354,3,8.25,7.25,6.6,44,6
2355,0,8.75,7.75,9.9,44,6
2355,1,8.25,7.75,9.9,44,6
2355,2,8.75,7.25,9.9,44,6
2355,3,8.25,7.25,9.9,44,6
2356,0,8.75,8.25,0,44,6
2356,1,8.25,8.25,0,44,6
2356,2,8.75,7.75,0,44,6
2356,3,8.25,7.75,0,44,6
2357,0,8.75,8.25,3.3,44,6
2357,1,8.25,8.25,3.3,44,6
2357,2,8.75,7.75,3.3,44,6
2357,3,8.25,7.75,3.3,44,6
2358,0,8.75,8.25,6.6,44,6
2358,1,8.25,8.25,6.6,44,6
2358,2,8.75,7.75,6.6,44,6
2358,3,8.25,7.75,6.6,44,6
2359,0,8.75,8.25,9.9,44,6
2359,1,8.25,8.25,9.9,44,6
2359,2,8.75,7.75,9.9,44,6
2359,3,8.25,7.75,9.9,44,6
2360,0,8.75,8.75,0,44,6
2360,1,8.25,8.75,0,44,6
2360,2,8.75,8.25,0,44,6
2360,3,8.25,8.25,0,44,6
2361,0,8.75,8.75,3.3,44,6
2361,1,8.25,8.75,3.3,44,6
2361,2,8.75,8.25,3.3,44,6
2361,3,8.25,8.25,3.3,44,6
2362,0,8.75,8.75,6.6,44,6
2362,1,8.25,8.75,6.6,44,6
2362,2,8.75,8.25,6.6,44,6
2362,3,8.25,8.25,6.6,44,6
2363,0,8.75,8.75,9.9,44,6
2363,1,8.25,8.75,9.9,44,6
2363,2,8.75,8.25,9.9,44,6
2363,3,8.25,8.25,9.9,44,6
2364,0,8.75,9.25,0,44,6
2364,1,8.25,9.25,0,44,6
2364,2,8.75,8.75,0,44,6
2364,3,8.25,8.75,0,44,6
2365,0,8.75,9.25,3.3,44,6
2365,1,8.25,9.25,3.3,44,6
2365,2,8.75,8.75,3.3,44,6
2365,3,8.25,8.75,3.3,44,6
2366,0,8.75,9.25,6.6,44,6
2366,1,8.25,9.25,6.6,44,6
2366,2,8.75,8.75,6.6,44,6
2366,3,8.25,8.75,6.6,44,6
2367,0,8.75,9.25,9.9,44,6
2367,1,8.25,9.25,9.9,44,6
2367,2,8.75,8.75,9.9,44,6
2367,3,8.25,8.75,9.9,44,6
2368,0,8.75,9.75,0,44,6
2368,1,8.25,9.75,0,44,6
2368,2,8.75,9.25,0,44,6
2368,3,8.25,9.25,0,44,6
2369,0,8.75,9.75,3.3,44,6
2369,1,8.25,9.75,3.3,44,6
2369,2,8.75,9.25,3.3,44,6
2369,3,8.25,9.25,3.3,44,6
2370,0,8.75,9.75,6.6,44,6
2370,1,8.25,9.75,6.6,44,6
2370,2,8.75,9.25,6.6,44,6
2370,3,8.25,9.25,6.6,44,6
2371,0,8.75,9.75,9.9,44,6
2371,1,8.25,9.75,9.9,44,6
2371,2,8.75,9.25,9.9,44,6
2371,3,8.25,9.25,9.9,44,6
2372,0,8.75,10.25,0,44,6
2372,1,8.25,10.25,0,44,6
2372,2,8.75,9.75,0,44,6
2372,3,8.25,9.75,0,44,6
2373,0,8.75,10.25,3.3,44,6
2373,1,8.25,10.25,3.3,44,6
2373,2,8.75,9.75,3.3,44,6
2373,3,8.25,9.75,3.3,44,6
2374,0,8.75,10.25,6.6,44,6
2374,1,8.25,10.25,6.6,44,6
2374,2,8.75,9.75,6.6,44,6
2374,3,8.25,9.75,6.6,44,6
2375,0,8.75,10.25,9.9,44,6
2375,1,8.25,10.25,9.9,44,6
2375,2,8.75,9.75,9.9,44,6
2375,3,8.25,9.75,9.9,44,6
2376,0,8.75,10.75,0,44,6
2376,1,8.25,10.75,0,44,6
2376,2,8.75,10.25,0,44,6
2376,3,8.25,10.25,0,44,6
2377,0,8.75,10.75,3.3,44,6
2377,1,8.25,10.75,3.3,44,6
2377,2,8.75,10.25,3.3,44,6
2377,3,8.25,10.25,3.3,44,6
2378,0,8.75,10.75,6.6,44,6
2378,1,8.25,10.75,6.6,44,6
2378,2,8.75,10.25,6.6,44,6
2378,3,8.25,10.25,6.6,44,6
2379,0,8.75,10.75,9.9,44,6
2379,1,8.25,10.75,9.9,44,6
2379,2,8.75,10.25,9.9,44,6
2379,3,8.25,10.25,9.9,44,6
2380,0,8.75,11.25,0,44,6
2380,1,8.25,11.25,0,44,6
2380,2,8.75,10.75,0,44,6
2380,3,8.25,10.75,0,44,6
2381,0,8.75,11.25,3.3,44,6
2381,1,8.25,11.25,3.3,44,6
2381,2,8.75,10.75,3.3,44,6
2381,3,8.25,10.75,3.3,44,6
2382,0,8.75,11.25,6.6,44,6
2382,1,8.25,11.25,6.6,44,6
2382,2,8.75,10.75,6.6,44,6
2382,3,8.25,10.75,6.6,44,6
2383,0,8.75,11.25,9.9,44,6
2383,1,8.25,11.25,9.9,44,6
2383,2,8.75,10.75,9.9,44,6
2383,3,8.25,10.75,9.9,44,6
2384,0,8.75,11.75,0,44,6
2384,1,8.25,11.75,0,44,6
2384,2,8.75,11.25,0,44,6
2384,3,8.25,11.25,0,44,6
2385,0,8.75,11.75,3.3,44,6
2385,1,8.25,11.75,3.3,44,6
2385,2,8.75,11.25,3.3,44,6
2385,3,8.25,11.25,3.3,44,6
2386,0,8.75,11.75,6.6,44,6
2386,1,8.25,11.75,6.6,44,6
2386,2,8.75,11.25,6.6,44,6
2386,3,8.25,11.25,6.6,44,6
2387,0,8.75,11.75,9.9,44,6
2387,1,8.25,11.75,9.9,44,6
2387,2,8.75,11.25,9.9,44,6
2387,3,8.25,11.25,9.9,44,6
2388,0,8.75,12.25,0,44,6
2388,1,8.25,12.25,0,44,6
2388,2,8.75,11.75,0,44,6
2388,3,8.25,11.75,0,44,6
2389,0,8.75,12.25,3.3,44,6
2389,1,8.25,12.25,3.3,44,6
2389,2,8.75,11.75,3.3,44,6
2389,3,8.25,11.75,3.3,44,6
2390,0,8.75,12.25,6.6,44,6
2390,1,8.25,12.25,6.6,44,6
2390,2,8.75,11.75,6.6,44,6
2390,3,8.25,11.75,6.6,44,6
2391,0,8.75,12.25,9.9,44,6
2391,1,8.25,12.25,9.9,44,6
2391,2,8.75,11.75,9.9,44,6
2391,3,8.25,11.75,9.9,44,6
2392,0,8.75,12.75,0,44,6
2392,1,8.25,12.75,0,44,6
2392,2,8.75,12.25,0,44,6
2392,3,8.25,12.25,0,44,6
2393,0,8.75,12.75,3.3,44,6
2393,1,8.25,12.75,3.3,44,6
2393,2,8.75,12.25,3.3,44,6
2393,3,8.25,12.25,3.3,44,6
2394,0,8.75,12.75,6.6,44,6
2394,1,8.25,12.75,6.6,44,6
2394,2,8.75,12.25,6.6,44,6
2394,3,8.25,12.25,6.6,44,6
2395,0,8.75,12.75,9.9,44,6
2395,1,8.25,12.75,9.9,44,6
2395,2,8.75,12.25,9.9,44,6
2395,3,8.25,12.25,9.9,44,6
2396,0,8.75,12.75,-3.3,44,4
2396,1,8.25,12.75,-3.3,44,4
2396,2,8.75,12.375,-3.3,44,4
2396,3,8.25,12.375,-3.3,44,4
2397,0,8.75,12.75,-2.75,44,7
2397,1,8.75,12.75,-3.3,44,7
2397,2,8.25,12.75,-2.75,44,7
2397,3,8.25,12.75,-3.3,44,7
2398,0,8.75,12.75,-2.2,44,7
2398,1,8.75,12.75,-2.75,44,7
2398,2,8.25,12.75,-2.2,44,7
2398,3,8.25,12.75,-2.75,44,7
2399,0,8.75,12.75,-1.65,44,7
2399,1,8.75,12.75,-2.2,44,7
2399,2,8.25,12.75,-1.65,44,7
2399,3,8.25,12.75,-2.2,44,7
2400,0,8.75,12.75,-1.1,44,7
2400,1,8.75,12.75,-1.65,44,7
2400,2,8.25,12.75,-1.1,44,7
2400,3,8.25,12.75,-1.65,44,7
2401,0,8.75,12.75,-0.55,44,7
2401,1,8.75,12.75,-1.1,44,7
2401,2,8.25,12.75,-0.55,44,7
2401,3,8.25,12.75,-1.1,44,7
2402,0,8.75,12.75,0,44,7
2402,1,8.75,12.75,-0.55,44,7
2402,2,8.25,12.75,0,44,7
2402,3,8.25,12.75,-0.55,44,7
2403,0,8.25,12.75,0,5,3
2403,1,8.75,12.75,0,5,3
2404,0,8.25,12.75,3.3,5,3
2404,1,8.75,12.75,3.3,5,3
2405,0,8.25,12.75,6.6,5,3
2405,1,8.75,12.75,6.6,5,3
2406,0,8.25,12.75,9.9,5,3
2406,1,8.75,12.75,9.9,5,3
2407,0,8.75,13.125,-3.3,44,4
2407,1,8.25,13.125,-3.3,44,4
2407,2,8.75,12.75,-3.3,44,4
2407,3,8.25,12.75,-3.3,44,4
2408,0,8.925,1.25,-1.65,44,5
2408,1,8.25,1.25,-1.65,44,5
2408,2,8.75,0.75,-1.65,44,5
2408,3,8.25,0.75,-1.65,44,5
2409,0,8.75,5.25,0,44,5
2409,1,8.25,5.25,0,44,5
2409,2,8.925,4.82143,-0.23571,44,5
2409,3,8.25,4.82143,-0.23571,44,5
2410,0,8.75,5.25,3.3,44,5
2410,1,8.25,5.25,3.3,44,5
2410,2,8.925,4.82143,3.06429,44,5
2410,3,8.25,4.82143,3.06429,44,5
2411,0,8.75,5.25,6.6,44,5
2411,1,8.25,5.25,6.6,44,5
2411,2,8.925,4.82143,6.36429,44,5
2411,3,8.25,4.82143,6.36429,44,5
2412,0,8.925,1.25,1.65,44,5
2412,1,8.25,1.25,1.65,44,5
2412,2,8.925,0.75,1.65,44,5
2412,3,8.25,0.75,1.65,44,5
2413,0,8.925,1.25,4.95,44,5
2413,1,8.25,1.25,4.95,44,5
2413,2,8.925,0.75,4.95,44,5
2413,3,8.25,0.75,4.95,44,5
2414,0,8.925,1.75,-1.65,44,5
2414,1,8.25,1.75,-1.65,44,5
2414,2,8.925,1.25,-1.65,44,5
2414,3,8.25,1.25,-1.65,44,5
2415,0,8.925,1.75,1.65,44,5
2415,1,8.25,1.75,1.65,44,5
2415,2,8.925,1.25,1.65,44,5
2415,3,8.25,1.25,1.65,44,5
2416,0,8.925,1.75,4.95,44,5
2416,1,8.25,1.75,4.95,44,5
2416,2,8.925,1.25,4.95,44,5
2416,3,8.25,1.25,4.95,44,5
2417,0,8.925,2.25,-1.65,44,5
2417,1,8.25,2.25,-1.65,44,5
2417,2,8.925,1.75,-1.65,44,5
2417,3,8.25,1.75,-1.65,44,5
2418,0,8.925,2.25,1.65,44,5
2418,1,8.25,2.25,1.65,44,5
2418,2,8.925,1.75,1.65,44,5
2418,3,8.25,1.75,1.65,44,5
2419,0,8.925,2.25,4.95,44,5
2419,1,8.25,2.25,4.95,44,5
2419,2,8.925,1.75,4.95,44,5
2419,3,8.25,1.75,4.95,44,5
2420,0,8.925,2.67857,-1.41429,44,5
2420,1,8.25,2.67857,-1.41429,44,5
2420,2,8.925,2.25,-1.65,44,5
2420,3,8.25,2.25,-1.65,44,5
2421,0,8.925,2.67857,1.88571,44,5
2421,1,8.25,2.67857,1.88571,44,5
2421,2,8.925,2.25,1.65,44,5
2421,3,8.25,2.25,1.65,44,5
2422,0,8.925,2.67857,5.18571,44,5
2422,1,8.25,2.67857,5.18571,44,5
2422,2,8.925,2.25,4.95,44,5
2422,3,8.25,2.25,4.95,44,5
2423,0,8.925,3.10714,-1.17857,44,5
2423,1,8.25,3.10714,-1.17857,44,5
2423,2,8.925,2.67857,-1.41429,44,5
2423,3,8.25,2.67857,-1.41429,44,5
2424,0,8.925,3.10714,2.12143,44,5
2424,1,8.25,3.10714,2.12143,44,5
2424,2,8.925,2.67857,1.88571,44,5
2424,3,8.25,2.67857,1.88571,44,5
2425,0,8.925,3.10714,5.42143,44,5
2425,1,8.25,3.10714,5.42143,44,5
2425,2,8.925,2.67857,5.18571,44,5
2425,3,8.25,2.67857,5.18571,44,5
2426,0,8.925,3.53571,-0.94286,44,5
2426,1,8.25,3.53571,-0.94286,44,5
2426,2,8.925,3.10714,-1.17857,44,5
2426,3,8.25,3.10714,-1.17857,44,5
2427,0,8.925,3.53571,2.35714,44,5
2427,1,8.25,3.53571,2.35714,44,5
2427,2,8.925,3.10714,2.12143,44,5
2427,3,8.25,3.10714,2.12143,44,5
2428,0,8.925,3.53571,5.65714,44,5
2428,1,8.25,3.53571,5.65714,44,5
2428,2,8.925,3.10714,5.42143,44,5
2428,3,8.25,3.10714,5.42143,44,5
2429,0,8.925,3.96429,-0.70714,44,5
2429,1,8.25,3.96429,-0.70714,44,5
2429,2,8.925,3.53571,-0.94286,44,5
2429,3,8.25,3.53571,-0.94286,44,5
2430,0,8.925,3.96429,2.59286,44,5
2430,1,8.25,3.96429,2.59286,44,5
2430,2,8.925,3.53571,2.35714,44,5
2430,3,8.25,3.53571,2.35714,44,5
2431,0,8.925,3.96429,5.89286,44,5
2431,1,8.25,3.96429,5.89286,44,5
2431,2,8.925,3.53571,5.65714,44,5
2431,3,8.25,3.53571,5.65714,44,5
2432,0,8.925,4.39286,-0.47143,44,5
2432,1,8.25,4.39286,-0.47143,44,5
2432,2,8.925,3.96429,-0.70714,44,5
2432,3,8.25,3.96429,-0.70714,44,5
2433,0,8.925,4.39286,2.82857,44,5
2433,1,8.25,4.39286,2.82857,44,5
2433,2,8.925,3.96429,2.59286,44,5
2433,3,8.25,3.96429,2.59286,44,5
2434,0,8.925,4.39286,6.12857,44,5
2434,1,8.25,4.39286,6.12857,44,5
2434,2,8.925,3.96429,5.89286,44,5
2434,3,8.25,3.96429,5.89286,44,5
2435,0,8.925,4.82143,-0.23571,44,5
2435,1,8.25,4.82143,-0.23571,44,5
2435,2,8.925,4.39286,-0.47143,44,5
2435,3,8.25,4.39286,-0.47143,44,5
2436,0,8.925,4.82143,3.06429,44,5
2436,1,8.25,4.82143,3.06429,44,5
2436,2,8.925,4.39286,2.82857,44,5
2436,3,8.25,4.39286,2.82857,44,5
2437,0,8.925,4.82143,6.36429,44,5
2437,1,8.25,4.82143,6.36429,44,5
2437,2,8.925,4.39286,6.12857,44,5
2437,3,8.25,4.39286,6.12857,44,5
2438,0,8.925,1.25,-1.65,42,5
2438,1,8.75,0.75,-1.65,42,5
2438,2,9.25,0.75,-1.65,42,5
2439,0,9.25,5.25,0,42,5
2439,1,8.925,4.82143,-0.23571,42,5
2439,2,8.75,5.25,0,42,5
2440,0,9.25,5.25,3.3,42,5
2440,1,8.925,4.82143,3.06429,42,5
2440,2,8.75,5.25,3.3,42,5
2441,0,9.25,5.25,6.6,42,5
2441,1,8.925,4.82143,6.36429,42,5
2441,2,8.75,5.25,6.6,42,5
2442,0,9.25,0.75,-3.3,44,4
2442,1,8.75,0.75,-3.3,44,4
2442,2,9.25,0.375,-3.3,44,4
2442,3,8.75,0.375,-3.3,44,4
2443,0,9.25,0.75,-2.75,44,7
2443,1,9.25,0.75,-3.3,44,7
2443,2,8.75,0.75,-2.75,44,7
2443,3,8.75,0.75,-3.3,44,7
2444,0,9.25,0.75,-2.2,44,7
2444,1,9.25,0.75,-2.75,44,7
2444,2,8.75,0.75,-2.2,44,7
2444,3,8.75,0.75,-2.75,44,7
2445,0,9.25,0.75,-1.65,44,7
2445,1,9.25,0.75,-2.2,44,7
2445,2,8.75,0.75,-1.65,44,7
2445,3,8.75,0.75,-2.2,44,7
2446,0,9.25,0.75,-1.1,44,7
2446,1,9.25,0.75,-1.65,44,7
2446,2,8.75,0.75,-1.1,44,7
2446,3,8.75,0.75,-1.65,44,7
2447,0,9.25,0.75,-0.55,44,7
2447,1,9.25,0.75,-1.1,44,7
2447,2,8.75,0.75,-0.55,44,7
2447,3,8.75,0.75,-1.1,44,7
2448,0,9.25,0.75,0,44,7
2448,1,9.25,0.75,-0.55,44,7
2448,2,8.75,0.75,0,44,7
2448,3,8.75,0.75,-0.55,44,7
2449,0,8.75,0.75,0,5,3
2449,1,9.25,0.75,0,5,3
2450,0,8.75,0.75,3.3,5,3
2450,1,9.25,0.75,3.3,5,3
2451,0,8.75,0.75,6.6,5,3
2451,1,9.25,0.75,6.6,5,3
2452,0,8.75,0.75,9.9,5,3
2452,1,9.25,0.75,9.9,5,3
2453,0,9.25,1.125,-3.3,44,4
2453,1,8.75,1.125,-3.3,44,4
2453,2,9.25,0.75,-3.3,44,4
2453,3,8.75,0.75,-3.3,44,4
2454,0,9.25,1.25,9.9,44,6
2454,1,8.75,1.25,9.9,44,6
2454,2,9.25,0.75,9.9,44,6
2454,3,8.75,0.75,9.9,44,6
2455,0,9.25,1.75,9.9,44,6
2455,1,8.75,1.75,9.9,44,6
2455,2,9.25,1.25,9.9,44,6
2455,3,8.75,1.25,9.9,44,6
2456,0,9.25,2.25,9.9,44,6
2456,1,8.75,2.25,9.9,44,6
2456,2,9.25,1.75,9.9,44,6
2456,3,8.75,1.75,9.9,44,6
2457,0,9.25,2.75,9.9,44,6
2457,1,8.75,2.75,9.9,44,6
2457,2,9.25,2.25,9.9,44,6
2457,3,8.75,2.25,9.9,44,6
2458,0,9.25,3.25,9.9,44,6
2458,1,8.75,3.25,9.9,44,6
2458,2,9.25,2.75,9.9,44,6
2458,3,8.75,2.75,9.9,44,6
2459,0,9.25,3.75,9.9,44,6
2459,1,8.75,3.75,9.9,44,6
2459,2,9.25,3.25,9.9,44,6
2459,3,8.75,3.25,9.9,44,6
2460,0,9.25,4.25,9.9,44,6
2460,1,8.75,4.25,9.9,44,6
2460,2,9.25,3.75,9.9,44,6
2460,3,8.75,3.75,9.9,44,6
2461,0,9.25,4.75,9.9,44,6
2461,1,8.75,4.75,9.9,44,6
2461,2,9.25,4.25,9.9,44,6
2461,3,8.75,4.25,9.9,44,6
2462,0,9.25,5.25,9.9,44,6
2462,1,8.75,5.25,9.9,44,6
2462,2,9.25,4.75,9.9,44,6
2462,3,8.75,4.75,9.9,44,6
2463,0,9.25,5.75,0,44,6
2463,1,8.75,5.75,0,44,6
2463,2,9.25,5.25,0,44,6
2463,3,8.75,5.25,0,44,6
2464,0,9.25,5.75,3.3,44,6
2464,1,8.75,5.75,3.3,44,6
2464,2,9.25,5.25,3.3,44,6
2464,3,8.75,5.25,3.3,44,6
2465,0,9.25,5.75,6.6,44,6
2465,1,8.75,5.75,6.6,44,6
2465,2,9.25,5.25,6.6,44,6
2465,3,8.75,5.25,6.6,44,6
2466,0,9.25,5.75,9.9,44,6
2466,1,8.75,5.75,9.9,44,6
2466,2,9.25,5.25,9.9,44,6
2466,3,8.75,5.25,9.9,44,6
2467,0,9.25,6.25,0,44,6
2467,1,8.75,6.25,0,44,6
2467,2,9.25,5.75,0,44,6
2467,3,8.75,5.75,0,44,6
2468,0,9.25,6.25,3.3,44,6
2468,1,8.75,6.25,3.3,44,6
2468,2,9.25,5.75,3.3,44,6
2468,3,8.75,5.75,3.3,44,6
2469,0,9.25,6.25,6.6,44,6
2469,1,8.75,6.25,6.6,44,6
2469,2,9.25,5.75,6.6,44,6
2469,3,8.75,5.75,6.6,44,6
2470,0,9.25,6.25,9.9,44,6
2470,1,8.75,6.25,9.9,44,6
2470,2,9.25,5.75,9.9,44,6
2470,3,8.75,5.75,9.9,44,6
2471,0,9.25,6.75,0,44,6
2471,1,8.75,6.75,0,44,6
2471,2,9.25,6.25,0,44,6
2471,3,8.75,6.25,0,44,6
2472,0,9.25,6.75,3.3,44,6
2472,1,8.75,6.75,3.3,44,6
2472,2,9.25,6.25,3.3,44,6
2472,3,8.75,6.25,3.3,44,6
2473,0,9.25,6.75,6.6,44,6
2473,1,8.75,6.75,6.6,44,6
2473,2,9.25,6.25,6.6,44,6
2473,3,8.75,6.25,6.6,44,6
2474,0,9.25,6.75,9.9,44,6
2474,1,8.75,6.75,9.9,44,6
2474,2,9.25,6.25,9.9,44,6
2474,3,8.75,6.25,9.9,44,6
2475,0,9.25,6.75,-3.3,44,4
2475,1,8.75,6.75,-3.3,44,4
2475,2,9.25,6.375,-3.3,44,4
2475,3,8.75,6.375,-3.3,44,4
2476,0,8.75,6.75,0,5,3
2476,1,9.25,6.75,0,5,3
2477,0,8.75,6.75,3.3,5,3
2477,1,9.25,6.75,3.3,5,3
2478,0,8.75,6.75,6.6,5,3
2478,1,9.25,6.75,6.6,5,3
2479,0,8.75,6.75,9.9,5,3
2479,1,9.25,6.75,9.9,5,3
2480,0,9.25,7.125,-3.3,44,4
2480,1,8.75,7.125,-3.3,44,4
2480,2,9.25,6.75,-3.3,44,4
2480,3,8.75,6.75,-3.3,44,4
2481,0,9.25,7.25,0,44,6
2481,1,8.75,7.25,0,44,6
2481,2,9.25,6.75,0,44,6
2481,3,8.75,6.75,0,44,6
2482,0,9.25,7.25,3.3,44,6
2482,1,8.75,7.25,3.3,44,6
2482,2,9.25,6.75,3.3,44,6
2482,3,8.75,6.75,3.3,44,6
2483,0,9.25,7.25,6.6,44,6
2483,1,8.75,7.25,6.6,44,6
2483,2,9.25,6.75,6.6,44,6
2483,3,8.75,6.75,6.6,44,6
2484,0,9.25,7.25,9.9,44,6
2484,1,8.75,7.25,9.9,44,6
2484,2,9.25,6.75,9.9,44,6
2484,3,8.75,6.75,9.9,44,6
2485,0,9.25,7.75,0,44,6
2485,1,8.75,7.75,0,44,6
2485,2,9.25,7.25,0,44,6
2485,3,8.75,7.25,0,44,6
2486,0,9.25,7.75,3.3,44,6
2486,1,8.75,7.75,3.3,44,6
2486,2,9.25,7.25,3.3,44,6
2486,3,8.75,7.25,3.3,44,6
2487,0,9.25,7.75,6.6,44,6
2487,1,8.75,7.75,6.6,44,6
2487,2,9.25,7.25,6.6,44,6
2487,3,8.75,7.25,6.6,44,6
2488,0,9.25,7.75,9.9,44,6
2488,1,8.75,7.75,9.9,44,6
2488,2,9.25,7.25,9.9,44,6
2488,3,8.75,7.25,9.9,44,6
2489,0,9.25,8.25,0,44,6
2489,1,8.75,8.25,0,44,6
2489,2,9.25,7.75,0,44,6
2489,3,8.75,7.75,0,44,6
2490,0,9.25,8.25,3.3,44,6
2490,1,8.75,8.25,3.3,44,6
2490,2,9.25,7.75,3.3,44,6
2490,3,8.75,7.75,3.3,44,6
2491,0,9.25,8.25,6.6,44,6
2491,1,8.75,8.25,6.6,44,6
2491,2,9.25,7.75,6.6,44,6
2491,3,8.75,7.75,6.6,44,6
2492,0,9.25,8.25,9.9,44,6
2492,1,8.75,8.25,9.9,44,6
2492,2,9.25,7.75,9.9,44,6
2492,3,8.75,7.75,9.9,44,6
2493,0,9.25,8.75,0,44,6
2493,1,8.75,8.75,0,44,6
2493,2,9.25,8.25,0,44,6
2493,3,8.75,8.25,0,44,6
2494,0,9.25,8.75,3.3,44,6
2494,1,8.75,8.75,3.3,44,6
2494,2,9.25,8.25,3.3,44,6
2494,3,8.75,8.25,3.3,44,6
2495,0,9.25,8.75,6.6,44,6
2495,1,8.75,8.75,6.6,44,6
2495,2,9.25,8.25,6.6,44,6
2495,3,8.75,8.25,6.6,44,6
2496,0,9.25,8.75,9.9,44,6
2496,1,8.75,8.75,9.9,44,6
2496,2,9.25,8.25,9.9,44,6
