Номер,Индекс координаты,Координаты X,Координаты Y,Координаты Z,Тип,Материал
841,0,3.25,5.75,0,44,6
841,1,2.75,5.75,0,44,6
841,2,3.25,5.25,0,44,6
841,3,2.75,5.25,0,44,6
842,0,3.25,5.75,3.3,44,6
842,1,2.75,5.75,3.3,44,6
842,2,3.25,5.25,3.3,44,6
842,3,2.75,5.25,3.3,44,6
843,0,3.25,5.75,6.6,44,6
843,1,2.75,5.75,6.6,44,6
843,2,3.25,5.25,6.6,44,6
843,3,2.75,5.25,6.6,44,6
844,0,3.25,5.75,9.9,44,6
844,1,2.75,5.75,9.9,44,6
844,2,3.25,5.25,9.9,44,6
844,3,2.75,5.25,9.9,44,6
845,0,3.25,6.25,0,44,6
845,1,2.75,6.25,0,44,6
845,2,3.25,5.75,0,44,6
845,3,2.75,5.75,0,44,6
846,0,3.25,6.25,3.3,44,6
846,1,2.75,6.25,3.3,44,6
846,2,3.25,5.75,3.3,44,6
846,3,2.75,5.75,3.3,44,6
847,0,3.25,6.25,6.6,44,6
847,1,2.75,6.25,6.6,44,6
847,2,3.25,5.75,6.6,44,6
847,3,2.75,5.75,6.6,44,6
848,0,3.25,6.25,9.9,44,6
848,1,2.75,6.25,9.9,44,6
848,2,3.25,5.75,9.9,44,6
848,3,2.75,5.75,9.9,44,6
849,0,3.25,6.75,0,44,6
849,1,2.75,6.75,0,44,6
849,2,3.25,6.25,0,44,6
849,3,2.75,6.25,0,44,6
850,0,3.25,6.75,3.3,44,6
850,1,2.75,6.75,3.3,44,6
850,2,3.25,6.25,3.3,44,6
850,3,2.75,6.25,3.3,44,6
851,0,3.25,6.75,6.6,44,6
851,1,2.75,6.75,6.6,44,6
851,2,3.25,6.25,6.6,44,6
851,3,2.75,6.25,6.6,44,6
852,0,3.25,6.75,9.9,44,6
852,1,2.75,6.75,9.9,44,6
852,2,3.25,6.25,9.9,44,6
852,3,2.75,6.25,9.9,44,6
853,0,3.25,6.75,-3.3,44,4
853,1,2.75,6.75,-3.3,44,4
853,2,3.25,6.375,-3.3,44,4
853,3,2.75,6.375,-3.3,44,4
854,0,2.75,6.75,0,5,3
854,1,3.25,6.75,0,5,3
855,0,2.75,6.75,3.3,5,3
855,1,3.25,6.75,3.3,5,3
856,0,2.75,6.75,6.6,5,3
856,1,3.25,6.75,6.6,5,3
857,0,2.75,6.75,9.9,5,3
857,1,3.25,6.75,9.9,5,3
858,0,3.25,7.125,-3.3,44,4
858,1,2.75,7.125,-3.3,44,4
858,2,3.25,6.75,-3.3,44,4
858,3,2.75,6.75,-3.3,44,4
859,0,3.25,7.25,0,44,6
859,1,2.75,7.25,0,44,6
859,2,3.25,6.75,0,44,6
859,3,2.75,6.75,0,44,6
860,0,3.25,7.25,3.3,44,6
860,1,2.75,7.25,3.3,44,6
860,2,3.25,6.75,3.3,44,6
860,3,2.75,6.75,3.3,44,6
861,0,3.25,7.25,6.6,44,6
861,1,2.75,7.25,6.6,44,6
861,2,3.25,6.75,6.6,44,6
861,3,2.75,6.75,6.6,44,6
862,0,3.25,7.25,9.9,44,6
862,1,2.75,7.25,9.9,44,6
862,2,3.25,6.75,9.9,44,6
862,3,2.75,6.75,9.9,44,6
863,0,3.25,7.75,0,44,6
863,1,2.75,7.75,0,44,6
863,2,3.25,7.25,0,44,6
863,3,2.75,7.25,0,44,6
864,0,3.25,7.75,3.3,44,6
864,1,2.75,7.75,3.3,44,6
864,2,3.25,7.25,3.3,44,6
864,3,2.75,7.25,3.3,44,6
865,0,3.25,7.75,6.6,44,6
865,1,2.75,7.75,6.6,44,6
865,2,3.25,7.25,6.6,44,6
865,3,2.75,7.25,6.6,44,6
866,0,3.25,7.75,9.9,44,6
866,1,2.75,7.75,9.9,44,6
866,2,3.25,7.25,9.9,44,6
866,3,2.75,7.25,9.9,44,6
867,0,3.25,8.25,0,44,6
867,1,2.75,8.25,0,44,6
867,2,3.25,7.75,0,44,6
867,3,2.75,7.75,0,44,6
868,0,3.25,8.25,3.3,44,6
868,1,2.75,8.25,3.3,44,6
868,2,3.25,7.75,3.3,44,6
868,3,2.75,7.75,3.3,44,6
869,0,3.25,8.25,6.6,44,6
869,1,2.75,8.25,6.6,44,6
869,2,3.25,7.75,6.6,44,6
869,3,2.75,7.75,6.6,44,6
870,0,3.25,8.25,9.9,44,6
870,1,2.75,8.25,9.9,44,6
870,2,3.25,7.75,9.9,44,6
870,3,2.75,7.75,9.9,44,6
871,0,3.25,8.75,0,44,6
871,1,2.75,8.75,0,44,6
871,2,3.25,8.25,0,44,6
871,3,2.75,8.25,0,44,6
872,0,3.25,8.75,3.3,44,6
872,1,2.75,8.75,3.3,44,6
872,2,3.25,8.25,3.3,44,6
872,3,2.75,8.25,3.3,44,6
873,0,3.25,8.75,6.6,44,6
873,1,2.75,8.75,6.6,44,6
873,2,3.25,8.25,6.6,44,6
873,3,2.75,8.25,6.6,44,6
874,0,3.25,8.75,9.9,44,6
874,1,2.75,8.75,9.9,44,6
874,2,3.25,8.25,9.9,44,6
874,3,2.75,8.25,9.9,44,6
875,0,3.25,9.25,0,44,6
875,1,2.75,9.25,0,44,6
875,2,3.25,8.75,0,44,6
875,3,2.75,8.75,0,44,6
876,0,3.25,9.25,3.3,44,6
876,1,2.75,9.25,3.3,44,6
876,2,3.25,8.75,3.3,44,6
876,3,2.75,8.75,3.3,44,6
877,0,3.25,9.25,6.6,44,6
877,1,2.75,9.25,6.6,44,6
877,2,3.25,8.75,6.6,44,6
877,3,2.75,8.75,6.6,44,6
878,0,3.25,9.25,9.9,44,6
878,1,2.75,9.25,9.9,44,6
878,2,3.25,8.75,9.9,44,6
878,3,2.75,8.75,9.9,44,6
879,0,3.25,9.75,0,44,6
879,1,2.75,9.75,0,44,6
879,2,3.25,9.25,0,44,6
879,3,2.75,9.25,0,44,6
880,0,3.25,9.75,3.3,44,6
880,1,2.75,9.75,3.3,44,6
880,2,3.25,9.25,3.3,44,6
880,3,2.75,9.25,3.3,44,6
881,0,3.25,9.75,6.6,44,6
881,1,2.75,9.75,6.6,44,6
881,2,3.25,9.25,6.6,44,6
881,3,2.75,9.25,6.6,44,6
882,0,3.25,9.75,9.9,44,6
882,1,2.75,9.75,9.9,44,6
882,2,3.25,9.25,9.9,44,6
882,3,2.75,9.25,9.9,44,6
883,0,3.25,10.25,0,44,6
883,1,2.75,10.25,0,44,6
883,2,3.25,9.75,0,44,6
883,3,2.75,9.75,0,44,6
884,0,3.25,10.25,3.3,44,6
884,1,2.75,10.25,3.3,44,6
884,2,3.25,9.75,3.3,44,6
884,3,2.75,9.75,3.3,44,6
885,0,3.25,10.25,6.6,44,6
885,1,2.75,10.25,6.6,44,6
885,2,3.25,9.75,6.6,44,6
885,3,2.75,9.75,6.6,44,6
886,0,3.25,10.25,9.9,44,6
886,1,2.75,10.25,9.9,44,6
886,2,3.25,9.75,9.9,44,6
886,3,2.75,9.75,9.9,44,6
887,0,3.25,10.75,0,44,6
887,1,2.75,10.75,0,44,6
887,2,3.25,10.25,0,44,6
887,3,2.75,10.25,0,44,6
888,0,3.25,10.75,3.3,44,6
888,1,2.75,10.75,3.3,44,6
888,2,3.25,10.25,3.3,44,6
888,3,2.75,10.25,3.3,44,6
889,0,3.25,10.75,6.6,44,6
889,1,2.75,10.75,6.6,44,6
889,2,3.25,10.25,6.6,44,6
889,3,2.75,10.25,6.6,44,6
890,0,3.25,10.75,9.9,44,6
890,1,2.75,10.75,9.9,44,6
890,2,3.25,10.25,9.9,44,6
890,3,2.75,10.25,9.9,44,6
891,0,3.25,11.25,0,44,6
891,1,2.75,11.25,0,44,6
891,2,3.25,10.75,0,44,6
891,3,2.75,10.75,0,44,6
892,0,3.25,11.25,3.3,44,6
892,1,2.75,11.25,3.3,44,6
892,2,3.25,10.75,3.3,44,6
892,3,2.75,10.75,3.3,44,6
893,0,3.25,11.25,6.6,44,6
893,1,2.75,11.25,6.6,44,6
893,2,3.25,10.75,6.6,44,6
893,3,2.75,10.75,6.6,44,6
894,0,3.25,11.25,9.9,44,6
894,1,2.75,11.25,9.9,44,6
894,2,3.25,10.75,9.9,44,6
894,3,2.75,10.75,9.9,44,6
895,0,3.25,11.75,0,44,6
895,1,2.75,11.75,0,44,6
895,2,3.25,11.25,0,44,6
895,3,2.75,11.25,0,44,6
896,0,3.25,11.75,3.3,44,6
896,1,2.75,11.75,3.3,44,6
896,2,3.25,11.25,3.3,44,6
896,3,2.75,11.25,3.3,44,6
897,0,3.25,11.75,6.6,44,6
897,1,2.75,11.75,6.6,44,6
897,2,3.25,11.25,6.6,44,6
897,3,2.75,11.25,6.6,44,6
898,0,3.25,11.75,9.9,44,6
898,1,2.75,11.75,9.9,44,6
898,2,3.25,11.25,9.9,44,6
898,3,2.75,11.25,9.9,44,6
899,0,3.25,12.25,0,44,6
899,1,2.75,12.25,0,44,6
899,2,3.25,11.75,0,44,6
899,3,2.75,11.75,0,44,6
900,0,3.25,12.25,3.3,44,6
900,1,2.75,12.25,3.3,44,6
900,2,3.25,11.75,3.3,44,6
900,3,2.75,11.75,3.3,44,6
901,0,3.25,12.25,6.6,44,6
901,1,2.75,12.25,6.6,44,6
901,2,3.25,11.75,6.6,44,6
901,3,2.75,11.75,6.6,44,6
902,0,3.25,12.25,9.9,44,6
902,1,2.75,12.25,9.9,44,6
902,2,3.25,11.75,9.9,44,6
902,3,2.75,11.75,9.9,44,6
903,0,3.25,12.75,0,44,6
903,1,2.75,12.75,0,44,6
903,2,3.25,12.25,0,44,6
903,3,2.75,12.25,0,44,6
904,0,3.25,12.75,3.3,44,6
904,1,2.75,12.75,3.3,44,6
904,2,3.25,12.25,3.3,44,6
904,3,2.75,12.25,3.3,44,6
905,0,3.25,12.75,6.6,44,6
905,1,2.75,12.75,6.6,44,6
905,2,3.25,12.25,6.6,44,6
905,3,2.75,12.25,6.6,44,6
906,0,3.25,12.75,9.9,44,6
906,1,2.75,12.75,9.9,44,6
906,2,3.25,12.25,9.9,44,6
906,3,2.75,12.25,9.9,44,6
907,0,3.25,12.75,-3.3,44,4
907,1,2.75,12.75,-3.3,44,4
907,2,3.25,12.375,-3.3,44,4
907,3,2.75,12.375,-3.3,44,4
908,0,3.25,12.75,-2.75,44,7
908,1,3.25,12.75,-3.3,44,7
908,2,2.75,12.75,-2.75,44,7
908,3,2.75,12.75,-3.3,44,7
909,0,3.25,12.75,-2.2,44,7
909,1,3.25,12.75,-2.75,44,7
909,2,2.75,12.75,-2.2,44,7
909,3,2.75,12.75,-2.75,44,7
910,0,3.25,12.75,-1.65,44,7
910,1,3.25,12.75,-2.2,44,7
910,2,2.75,12.75,-1.65,44,7
910,3,2.75,12.75,-2.2,44,7
911,0,3.25,12.75,-1.1,44,7
911,1,3.25,12.75,-1.65,44,7
911,2,2.75,12.75,-1.1,44,7
911,3,2.75,12.75,-1.65,44,7
912,0,3.25,12.75,-0.55,44,7
912,1,3.25,12.75,-1.1,44,7
912,2,2.75,12.75,-0.55,44,7
912,3,2.75,12.75,-1.1,44,7
913,0,3.25,12.75,0,44,7
913,1,3.25,12.75,-0.55,44,7
913,2,2.75,12.75,0,44,7
913,3,2.75,12.75,-0.55,44,7
914,0,2.75,12.75,0,5,3
914,1,3.25,12.75,0,5,3
915,0,2.75,12.75,3.3,5,3
915,1,3.25,12.75,3.3,5,3
916,0,2.75,12.75,6.6,5,3
916,1,3.25,12.75,6.6,5,3
917,0,2.75,12.75,9.9,5,3
917,1,3.25,12.75,9.9,5,3
918,0,3.25,13.125,-3.3,44,4
918,1,2.75,13.125,-3.3,44,4
918,2,3.25,12.75,-3.3,44,4
918,3,2.75,12.75,-3.3,44,4
919,0,3.75,0.75,-3.3,44,4
919,1,3.25,0.75,-3.3,44,4
919,2,3.75,0.375,-3.3,44,4
919,3,3.25,0.375,-3.3,44,4
920,0,3.75,0.75,-2.75,44,7
920,1,3.75,0.75,-3.3,44,7
920,2,3.25,0.75,-2.75,44,7
920,3,3.25,0.75,-3.3,44,7
921,0,3.75,0.75,-2.2,44,7
921,1,3.75,0.75,-2.75,44,7
921,2,3.25,0.75,-2.2,44,7
921,3,3.25,0.75,-2.75,44,7
922,0,3.75,0.75,-1.65,44,7
922,1,3.75,0.75,-2.2,44,7
922,2,3.25,0.75,-1.65,44,7
922,3,3.25,0.75,-2.2,44,7
923,0,3.75,0.75,-1.1,44,7
923,1,3.75,0.75,-1.65,44,7
923,2,3.25,0.75,-1.1,44,7
923,3,3.25,0.75,-1.65,44,7
924,0,3.75,0.75,-0.55,44,7
924,1,3.75,0.75,-1.1,44,7
924,2,3.25,0.75,-0.55,44,7
924,3,3.25,0.75,-1.1,44,7
925,0,3.75,0.75,0,44,7
925,1,3.75,0.75,-0.55,44,7
925,2,3.25,0.75,0,44,7
925,3,3.25,0.75,-0.55,44,7
926,0,3.25,0.75,0,5,3
926,1,3.75,0.75,0,5,3
927,0,3.25,0.75,3.3,5,3
927,1,3.75,0.75,3.3,5,3
928,0,3.25,0.75,6.6,5,3
928,1,3.75,0.75,6.6,5,3
929,0,3.25,0.75,9.9,5,3
929,1,3.75,0.75,9.9,5,3
930,0,3.75,1.125,-3.3,44,4
930,1,3.25,1.125,-3.3,44,4
930,2,3.75,0.75,-3.3,44,4
930,3,3.25,0.75,-3.3,44,4
931,0,3.75,1.25,0,44,6
931,1,3.25,1.25,0,44,6
931,2,3.75,0.75,0,44,6
931,3,3.25,0.75,0,44,6
932,0,3.75,1.25,3.3,44,6
932,1,3.25,1.25,3.3,44,6
932,2,3.75,0.75,3.3,44,6
932,3,3.25,0.75,3.3,44,6
933,0,3.75,1.25,6.6,44,6
933,1,3.25,1.25,6.6,44,6
933,2,3.75,0.75,6.6,44,6
933,3,3.25,0.75,6.6,44,6
934,0,3.75,1.25,9.9,44,6
934,1,3.25,1.25,9.9,44,6
934,2,3.75,0.75,9.9,44,6
934,3,3.25,0.75,9.9,44,6
935,0,3.75,1.75,0,44,6
935,1,3.25,1.75,0,44,6
935,2,3.75,1.25,0,44,6
935,3,3.25,1.25,0,44,6
936,0,3.75,1.75,3.3,44,6
936,1,3.25,1.75,3.3,44,6
936,2,3.75,1.25,3.3,44,6
936,3,3.25,1.25,3.3,44,6
937,0,3.75,1.75,6.6,44,6
937,1,3.25,1.75,6.6,44,6
937,2,3.75,1.25,6.6,44,6
937,3,3.25,1.25,6.6,44,6
938,0,3.75,1.75,9.9,44,6
938,1,3.25,1.75,9.9,44,6
938,2,3.75,1.25,9.9,44,6
938,3,3.25,1.25,9.9,44,6
939,0,3.75,2.25,0,44,6
939,1,3.25,2.25,0,44,6
939,2,3.75,1.75,0,44,6
939,3,3.25,1.75,0,44,6
940,0,3.75,2.25,3.3,44,6
940,1,3.25,2.25,3.3,44,6
940,2,3.75,1.75,3.3,44,6
940,3,3.25,1.75,3.3,44,6
941,0,3.75,2.25,6.6,44,6
941,1,3.25,2.25,6.6,44,6
941,2,3.75,1.75,6.6,44,6
941,3,3.25,1.75,6.6,44,6
942,0,3.75,2.25,9.9,44,6
942,1,3.25,2.25,9.9,44,6
942,2,3.75,1.75,9.9,44,6
942,3,3.25,1.75,9.9,44,6
943,0,3.75,2.75,0,44,6
943,1,3.25,2.75,0,44,6
943,2,3.75,2.25,0,44,6
943,3,3.25,2.25,0,44,6
944,0,3.75,2.75,3.3,44,6
944,1,3.25,2.75,3.3,44,6
944,2,3.75,2.25,3.3,44,6
944,3,3.25,2.25,3.3,44,6
945,0,3.75,2.75,6.6,44,6
945,1,3.25,2.75,6.6,44,6
945,2,3.75,2.25,6.6,44,6
945,3,3.25,2.25,6.6,44,6
946,0,3.75,2.75,9.9,44,6
946,1,3.25,2.75,9.9,44,6
946,2,3.75,2.25,9.9,44,6
946,3,3.25,2.25,9.9,44,6
947,0,3.75,3.25,0,44,6
947,1,3.25,3.25,0,44,6
947,2,3.75,2.75,0,44,6
947,3,3.25,2.75,0,44,6
948,0,3.75,3.25,3.3,44,6
948,1,3.25,3.25,3.3,44,6
948,2,3.75,2.75,3.3,44,6
948,3,3.25,2.75,3.3,44,6
949,0,3.75,3.25,6.6,44,6
949,1,3.25,3.25,6.6,44,6
949,2,3.75,2.75,6.6,44,6
949,3,3.25,2.75,6.6,44,6
950,0,3.75,3.25,9.9,44,6
950,1,3.25,3.25,9.9,44,6
950,2,3.75,2.75,9.9,44,6
950,3,3.25,2.75,9.9,44,6
951,0,3.75,3.75,0,44,6
951,1,3.25,3.75,0,44,6
951,2,3.75,3.25,0,44,6
951,3,3.25,3.25,0,44,6
952,0,3.75,3.75,3.3,44,6
952,1,3.25,3.75,3.3,44,6
952,2,3.75,3.25,3.3,44,6
952,3,3.25,3.25,3.3,44,6
953,0,3.75,3.75,6.6,44,6
953,1,3.25,3.75,6.6,44,6
953,2,3.75,3.25,6.6,44,6
953,3,3.25,3.25,6.6,44,6
954,0,3.75,3.75,9.9,44,6
954,1,3.25,3.75,9.9,44,6
954,2,3.75,3.25,9.9,44,6
954,3,3.25,3.25,9.9,44,6
955,0,3.75,4.25,0,44,6
955,1,3.25,4.25,0,44,6
955,2,3.75,3.75,0,44,6
955,3,3.25,3.75,0,44,6
956,0,3.75,4.25,3.3,44,6
956,1,3.25,4.25,3.3,44,6
956,2,3.75,3.75,3.3,44,6
956,3,3.25,3.75,3.3,44,6
957,0,3.75,4.25,6.6,44,6
957,1,3.25,4.25,6.6,44,6
957,2,3.75,3.75,6.6,44,6
957,3,3.25,3.75,6.6,44,6
958,0,3.75,4.25,9.9,44,6
958,1,3.25,4.25,9.9,44,6
958,2,3.75,3.75,9.9,44,6
958,3,3.25,3.75,9.9,44,6
959,0,3.75,4.75,0,44,6
959,1,3.25,4.75,0,44,6
959,2,3.75,4.25,0,44,6
959,3,3.25,4.25,0,44,6
960,0,3.75,4.75,3.3,44,6
960,1,3.25,4.75,3.3,44,6
960,2,3.75,4.25,3.3,44,6
960,3,3.25,4.25,3.3,44,6
961,0,3.75,4.75,6.6,44,6
961,1,3.25,4.75,6.6,44,6
961,2,3.75,4.25,6.6,44,6
961,3,3.25,4.25,6.6,44,6
962,0,3.75,4.75,9.9,44,6
962,1,3.25,4.75,9.9,44,6
962,2,3.75,4.25,9.9,44,6
962,3,3.25,4.25,9.9,44,6
963,0,3.75,5.25,0,44,6
963,1,3.25,5.25,0,44,6
963,2,3.75,4.75,0,44,6
963,3,3.25,4.75,0,44,6
964,0,3.75,5.25,3.3,44,6
964,1,3.25,5.25,3.3,44,6
964,2,3.75,4.75,3.3,44,6
964,3,3.25,4.75,3.3,44,6
965,0,3.75,5.25,6.6,44,6
965,1,3.25,5.25,6.6,44,6
965,2,3.75,4.75,6.6,44,6
965,3,3.25,4.75,6.6,44,6
966,0,3.75,5.25,9.9,44,6
966,1,3.25,5.25,9.9,44,6
966,2,3.75,4.75,9.9,44,6
966,3,3.25,4.75,9.9,44,6
967,0,3.75,5.75,0,44,6
967,1,3.25,5.75,0,44,6
967,2,3.75,5.25,0,44,6
967,3,3.25,5.25,0,44,6
968,0,3.75,5.75,3.3,44,6
968,1,3.25,5.75,3.3,44,6
968,2,3.75,5.25,3.3,44,6
968,3,3.25,5.25,3.3,44,6
969,0,3.75,5.75,6.6,44,6
969,1,3.25,5.75,6.6,44,6
969,2,3.75,5.25,6.6,44,6
969,3,3.25,5.25,6.6,44,6
970,0,3.75,5.75,9.9,44,6
970,1,3.25,5.75,9.9,44,6
970,2,3.75,5.25,9.9,44,6
970,3,3.25,5.25,9.9,44,6
971,0,3.75,6.25,0,44,6
971,1,3.25,6.25,0,44,6
971,2,3.75,5.75,0,44,6
971,3,3.25,5.75,0,44,6
972,0,3.75,6.25,3.3,44,6
972,1,3.25,6.25,3.3,44,6
972,2,3.75,5.75,3.3,44,6
972,3,3.25,5.75,3.3,44,6
973,0,3.75,6.25,6.6,44,6
973,1,3.25,6.25,6.6,44,6
973,2,3.75,5.75,6.6,44,6
973,3,3.25,5.75,6.6,44,6
974,0,3.75,6.25,9.9,44,6
974,1,3.25,6.25,9.9,44,6
974,2,3.75,5.75,9.9,44,6
974,3,3.25,5.75,9.9,44,6
975,0,3.75,6.75,0,44,6
975,1,3.25,6.75,0,44,6
975,2,3.75,6.25,0,44,6
975,3,3.25,6.25,0,44,6
976,0,3.75,6.75,3.3,44,6
976,1,3.25,6.75,3.3,44,6
976,2,3.75,6.25,3.3,44,6
976,3,3.25,6.25,3.3,44,6
977,0,3.75,6.75,6.6,44,6
977,1,3.25,6.75,6.6,44,6
977,2,3.75,6.25,6.6,44,6
977,3,3.25,6.25,6.6,44,6
978,0,3.75,6.75,9.9,44,6
978,1,3.25,6.75,9.9,44,6
978,2,3.75,6.25,9.9,44,6
978,3,3.25,6.25,9.9,44,6
979,0,3.75,6.75,-3.3,44,4
979,1,3.25,6.75,-3.3,44,4
979,2,3.75,6.375,-3.3,44,4
979,3,3.25,6.375,-3.3,44,4
980,0,3.25,6.75,0,5,3
980,1,3.75,6.75,0,5,3
981,0,3.25,6.75,3.3,5,3
981,1,3.75,6.75,3.3,5,3
982,0,3.25,6.75,6.6,5,3
982,1,3.75,6.75,6.6,5,3
983,0,3.25,6.75,9.9,5,3
983,1,3.75,6.75,9.9,5,3
984,0,3.75,7.125,-3.3,44,4
984,1,3.25,7.125,-3.3,44,4
984,2,3.75,6.75,-3.3,44,4
984,3,3.25,6.75,-3.3,44,4
985,0,3.75,7.25,0,44,6
985,1,3.25,7.25,0,44,6
985,2,3.75,6.75,0,44,6
985,3,3.25,6.75,0,44,6
986,0,3.75,7.25,3.3,44,6
986,1,3.25,7.25,3.3,44,6
986,2,3.75,6.75,3.3,44,6
986,3,3.25,6.75,3.3,44,6
987,0,3.75,7.25,6.6,44,6
987,1,3.25,7.25,6.6,44,6
987,2,3.75,6.75,6.6,44,6
987,3,3.25,6.75,6.6,44,6
988,0,3.75,7.25,9.9,44,6
988,1,3.25,7.25,9.9,44,6
988,2,3.75,6.75,9.9,44,6
988,3,3.25,6.75,9.9,44,6
989,0,3.75,7.75,0,44,6
989,1,3.25,7.75,0,44,6
989,2,3.75,7.25,0,44,6
989,3,3.25,7.25,0,44,6
990,0,3.75,7.75,3.3,44,6
990,1,3.25,7.75,3.3,44,6
990,2,3.75,7.25,3.3,44,6
990,3,3.25,7.25,3.3,44,6
991,0,3.75,7.75,6.6,44,6
991,1,3.25,7.75,6.6,44,6
991,2,3.75,7.25,6.6,44,6
991,3,3.25,7.25,6.6,44,6
992,0,3.75,7.75,9.9,44,6
992,1,3.25,7.75,9.9,44,6
992,2,3.75,7.25,9.9,44,6
992,3,3.25,7.25,9.9,44,6
993,0,3.75,8.25,0,44,6
993,1,3.25,8.25,0,44,6
993,2,3.75,7.75,0,44,6
993,3,3.25,7.75,0,44,6
994,0,3.75,8.25,3.3,44,6
994,1,3.25,8.25,3.3,44,6
994,2,3.75,7.75,3.3,44,6
994,3,3.25,7.75,3.3,44,6
995,0,3.75,8.25,6.6,44,6
995,1,3.25,8.25,6.6,44,6
995,2,3.75,7.75,6.6,44,6
995,3,3.25,7.75,6.6,44,6
996,0,3.75,8.25,9.9,44,6
996,1,3.25,8.25,9.9,44,6
996,2,3.75,7.75,9.9,44,6
996,3,3.25,7.75,9.9,44,6
997,0,3.75,8.75,0,44,6
997,1,3.25,8.75,0,44,6
997,2,3.75,8.25,0,44,6
997,3,3.25,8.25,0,44,6
998,0,3.75,8.75,3.3,44,6
998,1,3.25,8.75,3.3,44,6
998,2,3.75,8.25,3.3,44,6
998,3,3.25,8.25,3.3,44,6
999,0,3.75,8.75,6.6,44,6
999,1,3.25,8.75,6.6,44,6
999,2,3.75,8.25,6.6,44,6
999,3,3.25,8.25,6.6,44,6
1000,0,3.75,8.75,9.9,44,6
1000,1,3.25,8.75,9.9,44,6
1000,2,3.75,8.25,9.9,44,6
1000,3,3.25,8.25,9.9,44,6
1001,0,3.75,9.25,0,44,6
1001,1,3.25,9.25,0,44,6
1001,2,3.75,8.75,0,44,6
1001,3,3.25,8.75,0,44,6
1002,0,3.75,9.25,3.3,44,6
1002,1,3.25,9.25,3.3,44,6
1002,2,3.75,8.75,3.3,44,6
1002,3,3.25,8.75,3.3,44,6
1003,0,3.75,9.25,6.6,44,6
1003,1,3.25,9.25,6.6,44,6
1003,2,3.75,8.75,6.6,44,6
1003,3,3.25,8.75,6.6,44,6
1004,0,3.75,9.25,9.9,44,6
1004,1,3.25,9.25,9.9,44,6
1004,2,3.75,8.75,9.9,44,6
1004,3,3.25,8.75,9.9,44,6
1005,0,3.75,9.75,0,44,6
1005,1,3.25,9.75,0,44,6
1005,2,3.75,9.25,0,44,6
1005,3,3.25,9.25,0,44,6
1006,0,3.75,9.75,3.3,44,6
1006,1,3.25,9.75,3.3,44,6
1006,2,3.75,9.25,3.3,44,6
1006,3,3.25,9.25,3.3,44,6
1007,0,3.75,9.75,6.6,44,6
1007,1,3.25,9.75,6.6,44,6
1007,2,3.75,9.25,6.6,44,6
1007,3,3.25,9.25,6.6,44,6
1008,0,3.75,9.75,9.9,44,6
1008,1,3.25,9.75,9.9,44,6
1008,2,3.75,9.25,9.9,44,6
1008,3,3.25,9.25,9.9,44,6
1009,0,3.75,10.25,0,44,6
1009,1,3.25,10.25,0,44,6
1009,2,3.75,9.75,0,44,6
1009,3,3.25,9.75,0,44,6
1010,0,3.75,10.25,3.3,44,6
1010,1,3.25,10.25,3.3,44,6
1010,2,3.75,9.75,3.3,44,6
1010,3,3.25,9.75,3.3,44,6
1011,0,3.75,10.25,6.6,44,6
1011,1,3.25,10.25,6.6,44,6
1011,2,3.75,9.75,6.6,44,6
1011,3,3.25,9.75,6.6,44,6
1012,0,3.75,10.25,9.9,44,6
1012,1,3.25,10.25,9.9,44,6
1012,2,3.75,9.75,9.9,44,6
1012,3,3.25,9.75,9.9,44,6
1013,0,3.75,10.75,0,44,6
1013,1,3.25,10.75,0,44,6
1013,2,3.75,10.25,0,44,6
1013,3,3.25,10.25,0,44,6
1014,0,3.75,10.75,3.3,44,6
1014,1,3.25,10.75,3.3,44,6
1014,2,3.75,10.25,3.3,44,6
1014,3,3.25,10.25,3.3,44,6
1015,0,3.75,10.75,6.6,44,6
1015,1,3.25,10.75,6.6,44,6
1015,2,3.75,10.25,6.6,44,6
1015,3,3.25,10.25,6.6,44,6
1016,0,3.75,10.75,9.9,44,6
1016,1,3.25,10.75,9.9,44,6
1016,2,3.75,10.25,9.9,44,6
1016,3,3.25,10.25,9.9,44,6
1017,0,3.75,11.25,0,44,6
1017,1,3.25,11.25,0,44,6
1017,2,3.75,10.75,0,44,6
1017,3,3.25,10.75,0,44,6
1018,0,3.75,11.25,3.3,44,6
1018,1,3.25,11.25,3.3,44,6
1018,2,3.75,10.75,3.3,44,6
1018,3,3.25,10.75,3.3,44,6
1019,0,3.75,11.25,6.6,44,6
1019,1,3.25,11.25,6.6,44,6
1019,2,3.75,10.75,6.6,44,6
1019,3,3.25,10.75,6.6,44,6
1020,0,3.75,11.25,9.9,44,6
1020,1,3.25,11.25,9.9,44,6
1020,2,3.75,10.75,9.9,44,6
1020,3,3.25,10.75,9.9,44,6
1021,0,3.75,11.75,0,44,6
1021,1,3.25,11.75,0,44,6
1021,2,3.75,11.25,0,44,6
1021,3,3.25,11.25,0,44,6
1022,0,3.75,11.75,3.3,44,6
1022,1,3.25,11.75,3.3,44,6
1022,2,3.75,11.25,3.3,44,6
1022,3,3.25,11.25,3.3,44,6
1023,0,3.75,11.75,6.6,44,6
1023,1,3.25,11.75,6.6,44,6
1023,2,3.75,11.25,6.6,44,6
1023,3,3.25,11.25,6.6,44,6
1024,0,3.75,11.75,9.9,44,6
1024,1,3.25,11.75,9.9,44,6
1024,2,3.75,11.25,9.9,44,6
1024,3,3.25,11.25,9.9,44,6
1025,0,3.75,12.25,0,44,6
